Country,Account Type,Account Holder Name,Company Registration No,Permit/Plan Date,Account status,Main Address Line,Postal Code,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Cyprus,Operator Holding Account,Leontios Kasapis,E8189,2006-08-09,open,"8 Ermou street, Dhali, 2540, Nicosia",2540,Nicosia,,,,14121,14121,14121,14121,14124,3528,1733,1702,1671,1639,1608,1575,1543,7812,7721,8295,7211,6228,4722,3536,2364,2073,1505,1718,1831,,,,,,15533,8295,7211,6228,4722,3536,2364,2073,1505,1718,1831,,,,
Cyprus,Operator Holding Account,Varnavas Nicolaou,E9554,2006-08-09,open,"Papastavrou Papagathaggelou 83, 2560, Nicosia",2560,Nicosia,,,,37920,37920,37920,37920,37922,7382,5086,4995,4903,4811,4717,4622,4527,18953,18165,18129,19364,9665,8854,6527,5611,3547,4142,3839,4982,,,,,,37118,18129,19364,9665,8854,6527,5611,3547,4142,3839,4982,,,,
Cyprus,Operator Holding Account,Air Executive Ltd,HE 131699,2013-04-22,closed,Pigiale Pasa 39,6028,Larnaca,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Aircraft Operator Account,Joannou & Paraskevaides (Aviation) Limited,48927,2012-01-01,open,"42, Winsham Grove",SW116NE,London,,,,,,,,,60,28,28,28,28,28,28,28,,,,,,,,3099,3355,2766,2673,1930,,,,,,,,,,,,,3099,6237,2701,,,,,
Cyprus,Aircraft Operator Account,Shotgun Ranch Aviation,158185-94,2013-01-01,open,PO BOX 1906,98009,Belleve,,,,,,,,,,,,,,,,,,,,,,,,0,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,,,,,,,,,
Cyprus,Aircraft Operator Account,NAL Asset Management,06904746‎,2014-01-01,open,1 Apex Business Village,NE237BF,Newcaslte,,,,,,,,,,,,,,,,,,,,,,,,,571,547,Excluded,Excluded,,,,,,,,,,,,,,,1119,,,,,
Cyprus,Aircraft Operator Account,FunAir Corporation,G82498,2012-01-01,open,20900 NE 30th Avenue,33180,Aventura,,,,,,,,,,,,,,,,,,,,,,,,,106,117,88,295,,,,,,,,,,,,,,223,88,295,,,,
Cyprus,Aircraft Operator Account,AZUR AVIATION,483593190,2013-01-01,open,21 B Impasse de l'Olivette,06110,Le Cannet,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,86,,,,
Cyprus,Aircraft Operator Account,Cobalt Air,HE 342467,2016-01-01,open,3-5 Artemidos Avenue,6020,Larnaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,33713,,,,,,,,,,,,,,,,33713,,,,
Cyprus,Aircraft Operator Account,Orion-X Ltd.,AOH-08-13-111,2016-01-01,open,"Olkhovskaya Str., building 45, construction 1,",105066,Moscow,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,,,,,,,,,,,,,,,,609,,,,
