Country,Account Type,Account Holder Name,Company Registration No,Permit/Plan Date,Account status,Main Address Line,Postal Code,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Iceland,Aircraft Operator Account,AMERICAN SEAFOODS GROUP LLC,3160326 (Delaware),2012-01-01,open,2025 1ST AVE SUITE 900,98121,SEATTLE,,,,,,,,,,,,,,,,,,,,,,,,81,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,81,,,,,,,,
Iceland,Aircraft Operator Account,"Sky River Management, LLC",94-3371665,2012-01-01,open,3465 Waialae Ave. Suite 210,96816,Honolulu,,,,,,,,,,,,,,,,,,,,,,,,9,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,9,,,,,,,,
Iceland,Aircraft Operator Account,Hope Million Ltd.,1554267,2012-01-01,open,"PO Box 957, Offshore Incorporations Center",VG1110,"Road Town, Tortola",,,,,,,,,,,,,,,,,,,,,,,,29,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,29,,,,,,,,
Iceland,Aircraft Operator Account,"Mr. Chow Enterprises, Ltd",198900900039,2012-01-01,open,"9538 Brighton Way, Suite 316",90210,Beverly Hills,,,,,,,,,,,,,,,,,,,,,,,,10,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,10,,,,,,,,
Iceland,Aircraft Operator Account,The Pyle Group LLC,391862119,2012-01-01,open,3500 Corben Ct.,53704,"Madison, WI",,,,,,,,,,,,,,,,,,,,,,,,Not Reported,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,,,,,,,,,
Iceland,Aircraft Operator Account,VS Management LLC,27 1563944,2012-01-01,open,8703 Aviation Boulevard,28027,Concord,,,,,,,,,,,,,,,,,,,,,,,,29,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,29,,,,,,,,
Iceland,Aircraft Operator Account,"Titan International, Inc.",53035388,2012-01-01,open,2701 Spruce St,62301,Quincy,,,,,,,,,,,,,,,,,,,,,,,,16,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,16,,,,,,,,
Iceland,Aircraft Operator Account,"The Thompson Group, Inc. d/b/a Tamarack Flight Management",2019121139381,2012-01-01,open,PO Box 2294,59903,"Kalispell, MT",,,,,,,,,,,,,,,,,,,,,,,,233,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,233,,,,,,,,
Iceland,Aircraft Operator Account,RH-Flugdienst GmbH & Co. KG,HRA8000,2012-01-01,open,Oststrasse 36,32051,Herford,,,,,,,,,,,,,,,,,,,,,,,,555,Excluded,Excluded,Excluded,973,,,,,,,,,,,,555,,,,973,,,,
Iceland,Aircraft Operator Account,"CAMBRIDGE FLIGHT SUPPORT, LLC",204 488 737,2012-01-01,open,PO BOX 796,21209,CLARKSVILLE MARYLND,,,,,,,,,,,,,,,,,,,,,,,,4,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,4,,,,,,,,
Iceland,Aircraft Operator Account,"BioTek Instruments, Inc.",030220579,2012-01-01,open,"Highland Park, P.O. Box 998",05404,Winooski,,,,,,,,,,,,,,,,,,,,,,,,17,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,,17,,,,,,,
Iceland,Aircraft Operator Account,Aerodata AG,HR B 5217,2012-01-01,open,Hermann-Blenk-Strasse 34-36,D-38108,Braunschweig,,,,,,,,,,,,,,,,,,,,,,,,28,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,,28,,,,,,,
Iceland,Aircraft Operator Account,"IGEMÜ, Gebr. Müller Apparatebau GmbH&Co KG",HRA 590394,2012-01-01,open,Fritz Mueller Strasse 6-8,74653,Ingelfingen,,,,,,,,,,,,,,,,,,,,,,,,216,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,216,,,,,,,,
Iceland,Aircraft Operator Account,"JCE Leasing, LLC",200220282,2012-01-01,open,"1 Information Way, STE 202",72202,Little Rock,,,,,,,,,,,,,,,,,,,,,,,,2,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,,2,,,,,,,
Iceland,Aircraft Operator Account,C&S Wholesale Grocers,"N3337J, N725CS",2012-01-01,open,7 Corporate Drive,03431,"Keene, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,39,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,,,,,,,,,
Iceland,Aircraft Operator Account,Anpartsselskabet af 01.01.2012,DK34206554,2012-01-01,open,Fredskovvej 5,7330,Brande,,,,,,,,,,,,,,,,,,,,,,,,208,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,,,,,,,,,
Iceland,Operator Holding Account,Loðnuvinnslan hf,581201-2650,2011-06-30,open,Skólavegur 59,750,Fáskrúðsfjörður,,,,,,,,,4558,4479,4399,4318,4236,4153,4070,3986,,,,,,,,,2802,702,1252,5638,,,,,,,,,,,,,2802,702,1252,5638,,,,
Iceland,Aircraft Operator Account,Close Air Ltd,MC 179083,2012-01-01,open,"c/o Avijet, Farnborough Airport,",GU14 6XA,Farnborough,,,,,,,,,,,,,,,,,,,,,,,,121,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,,121,,,,,,,
Iceland,Aircraft Operator Account,IT Aviation LLC,41203563-000,2013-01-01,open,41 Leeward Lane,06878,Riverside,,,,,,,,,,,,,,,,,,,,,,,,,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,,,,,,,,,
Iceland,Aircraft Operator Account,Falko Regional Aircraft Ltd,7644196,2013-01-01,open,"1 BISHOP SQUARE, ST ALBANS RD WEST",AL10 9NE,Hatfield,,,,,,,,,,,,,,,,,,,,,,,,,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,,,,,,,,,
Iceland,Aircraft Operator Account,White Lodging Services,198511-228,2013-01-01,open,5251 Industrial Highway,46406,Gary,,,,,,,,,,,,,,,,,,,,,,,,,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,,,,,,,,,
Iceland,Aircraft Operator Account,WOW Air,4510110220,2013-01-01,open,Katrínartún 12,105,Reykjavík,,,,,,,,,,,,,152382,152382,152382,152382,,,,,,,,,,85630,97944,183031,,,,,,,,,,,,,,85630,97944,183031,,,,
Iceland,Operator Holding Account,Verne Holdings ehf,6206070960,2015-11-19,open,Valhallarbraut 868,235,Reykjanesbær,,,,,,,,,,,,,,,,,,,,,,,,,,,22,31,,,,,,,,,,,,,,,22,31,,,,
Iceland,Aircraft Operator Account,Tunisair Express,B 125752000,2013-01-01,open,10 rue de l'artisana ZI la Chargia II,2035,Tunis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,Operator Holding Account,Sameinað Sílikon hf.,6602141190,2016-11-07,open,Stakksbraut 9,230,Reykjanesbær,,,,,,,,,,,,,,,,,,,,,,,,,,,,3729,,,,,,,,,,,,,,,,3729,,,,
Iceland,Aircraft Operator Account,Air Atlanta Icelandic,650387-1639,2016-01-01,open,Hlíðarsmári 3,201,Kópavogur,,,,,,,,,,,,,,,,,,,,,,,,,,,,5493,,,,,,,,,,,,,,,,5493,,,,
Iceland,Operator Holding Account,Thorsil ehf,5002101250,2016-12-15,open,Suðurlandsbraut 30,108,Reykjavík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
