Country,Account Type,Account Holder Name,Company Registration No,Permit/Plan Date,Account status,Main Address Line,Postal Code,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Ireland,Operator Holding Account,Medite Europe Limited,80984,2005-09-09,open,Redmondstown,Tipperary,Clonmel,5963,5963,5963,6641,6641,6641,6641,6641,64328,63211,40794,35691,30747,25962,21332,16876,6345,6291,6162,4877,4981,5539,5628,5208,5624,5810,5899,6234,,,,,6345,6291,6162,4877,4981,5539,5628,5208,5624,5810,5899,6234,,,,
Ireland,Operator Holding Account,Irish Distillers Limited,23732,2006-01-23,open,Simmonscourt House,Dublin 4,Ballsbridge,20256,20256,20256,21312,21312,21312,21312,21312,20557,20113,19670,19225,18780,18334,17886,17442,27192,28112,31265,41407,27980,29001,33792,36611,40997,38391,37866,40333,,,,,27192,28112,31265,41407,27980,29001,33792,36611,40997,38391,37866,40333,,,,
Ireland,Operator Holding Account,Edenderry Power Limited,278071,2005-09-09,open,Main Street,Kildare,Newbridge,627676,627676,627676,632319,632319,632319,632319,632319,,,,,,,,,860660,865552,816166,895057,843867,674792,761828,711081,615975,697174,680652,538866,,,,,860660,865552,832816,895057,843867,674792,761828,711081,615975,697174,680652,538866,,,,
Ireland,Operator Holding Account,Kerry Ingredients (Ireland) Limited,206782,2005-09-08,open,Princes Street,Kerry,Tralee,79841,79841,79841,88732,88732,88732,88732,88732,30377,31769,30266,28794,27351,25936,24549,23198,84080,77158,76296,75777,71849,78238,74771,74264,82684,80900,86315,79021,,,,,72263,88975,84285,75777,71849,78238,74771,74264,82684,80900,86315,79021,,,,
Ireland,Operator Holding Account,Kerry Ingredients (Ireland) Limited,206782,2005-09-08,open,Princes Street,Kerry,Tralee,37370,37370,37370,40134,40134,40134,40134,40134,21059,19990,18944,17925,16929,15960,15014,14094,33317,27981,37031,29222,31260,33183,38683,37721,37938,38319,34331,39727,,,,,33317,27981,37031,29222,31260,33183,38683,37721,37938,38319,34331,39727,,,,
Ireland,Operator Holding Account,Carbery Food Ingredients Limited,22819,2005-09-09,open,Ballineen,County Cork,County Cork,48677,48677,48677,51465,51465,51465,51465,51465,39456,40488,39301,38134,36982,35847,34728,33628,41961,34975,41321,39745,40278,40172,41705,42963,42519,46017,44578,43943,,,,,41961,34975,55095,39745,40278,40172,41705,42963,42519,46017,44578,43943,,,,
Ireland,Operator Holding Account,Irving Oil Whitegate Refinery Limited,16576,2005-09-09,open,Whitegate,Cork,Midleton,398522,398522,398522,389103,389103,389103,389103,389103,257046,252582,248064,243500,238887,234228,229512,224779,411369,376666,360331,366959,314976,310211,285226,313366,294315,279270,358459,313412,,,,,411369,376666,360331,366959,314976,310211,285226,313366,294315,279270,358459,313412,,,,
Ireland,Operator Holding Account,Synergen Power Limited Power Plant,289737,2005-09-13,open,Pigeon House Road,Dublin 4,Ringsend,929783,929783,929783,774735,774735,774735,774735,774735,,,,,,,,,1131166,1082706,1181611,1184401,1008362,1114910,1031307,949038,1088618,1094267,1137015,995019,,,,,1131166,1082706,1181611,1184401,1008362,1114910,1031307,949038,1088618,1094267,1137015,995019,,,,
Ireland,Operator Holding Account,Premier Proteins {2000} Limited,316676,2005-09-09,closed,Poolboy,County Galway,Ballinasloe,1530,1530,1530,735,735,735,735,0,,,,,,,,,30,271,211,258,367,393,497,0,,,,,,,,,30,271,211,258,367,393,497,,,,,,,,,
Ireland,Operator Holding Account,MSD International GmbH t/a MSD Ireland (Brinny),908472,2005-09-13,open,Brinny,County Cork,Innishannon,11711,11711,11711,12120,12120,12120,12120,12120,10257,10079,9898,9716,9532,9346,9158,8969,10889,11221,11017,11257,11079,10741,11631,12018,10004,12974,11888,12605,,,,,10889,11221,11017,11257,11079,10741,11631,12018,10004,12974,11888,12605,,,,
Ireland,Operator Holding Account,MSD International GmbH t/a MSD Ireland (Rathdrum),908473,2005-09-13,closed,Rathdrum,Wicklow,Rathdrum,10790,10790,10790,9477,9477,9477,9477,9477,2166,4246,4170,4094,0,0,0,0,7023,7280,7228,2931,3650,4149,3146,2211,3223,3228,3477,2155,,,,,7023,7280,7228,2931,3650,4149,3146,2211,3223,3228,3477,2155,,,,
Ireland,Operator Holding Account,Guerbet Ireland Unlimited Company,177470,2005-09-09,open,Damastown Industrial Estate,D15 YE36,Dublin,8874,8874,8874,9166,9166,9166,9166,9166,7263,7137,7009,6880,6750,6618,6485,6351,8732,9051,8426,7316,7961,7699,7858,8530,6898,7465,7813,8927,,,,,8732,9051,8426,7316,7961,7699,7858,8530,6898,7465,7813,8927,,,,
Ireland,Operator Holding Account,PSE Kinsale Energy Limited,904997,2005-09-09,open,Mahon Industrial Estate,Cork,Blackrock,76841,76841,76841,66636,66636,66636,66636,66636,48201,47364,46517,45661,22398,21962,21519,21076,60176,51170,51244,58327,43054,44091,40945,39035,37124,34828,29669,24346,,,,,60176,51170,51244,58327,43054,44091,40945,39035,37124,34828,29669,24346,,,,
Ireland,Operator Holding Account,Beamish & Crawford plc,2616,2005-09-08,closed,South Main Street,County Cork,Cork,3038,3038,3038,3090,3090,0,0,0,,,,,,,,,3322,3357,3158,2935,765,,,,,,,,,,,,3322,3357,3158,2935,765,,,,,,,,,,,
Ireland,Operator Holding Account,Eli Lilly Kinsale Limited,590814,2005-09-09,open,Dunderrow,P17 NY71,Cork,14366,14366,14366,12877,12877,12877,12877,12877,9716,9547,9376,9203,9030,8853,8675,8496,10742,12387,12010,12678,13344,16549,11674,10539,10577,10821,12761,15602,,,,,10742,12387,19969,12678,13344,16549,11674,10539,10577,10821,12761,15602,,,,
Ireland,Operator Holding Account,Genzyme Ireland Limited,316537,2005-09-09,open,IDA Industrial Park,Waterford,Old Kilmeaden Road,6325,7266,8782,6788,6788,6788,6788,6788,3986,3917,3846,3775,3704,3632,3559,3486,4510,4520,4602,4925,5130,5919,5162,4732,4417,4046,3905,4695,,,,,4510,4520,4602,4925,5130,5919,5162,4732,4417,4046,3905,4695,,,,
Ireland,Operator Holding Account,Diageo Ireland,22876,2005-09-09,open,St. James' Gate,Dublin 8,Dublin,71911,71911,71911,73912,73912,73912,73912,73912,24756,22156,19628,17178,14808,12514,10294,8153,64514,60213,62547,59421,57833,55294,58154,52199,52715,53650,53443,52713,,,,,64514,60213,62547,59421,57833,55294,58154,52199,52715,53650,53443,52713,,,,
Ireland,Operator Holding Account,Diageo Ireland,22876,2005-09-09,closed,St. James' Gate,Dublin 8,Dublin,7315,7315,7315,8609,8609,8609,8609,8609,2330,2085,0,0,0,0,0,0,7741,6887,5821,5691,4433,4085,3191,3002,2615,405,,,,,,,7741,6887,5821,5691,4433,4085,3191,3002,2615,405,,,,,,
Ireland,Operator Holding Account,Diageo Ireland,22876,2005-09-09,closed,St. James' Gate,Dublin 8,Dublin,6228,6228,6228,6811,6811,6811,6811,6811,3783,0,0,0,0,0,0,0,6539,6088,4883,4697,4726,4539,3896,3603,2519,,,,,,,,6539,6088,4883,4697,4726,4539,3896,3603,2519,,,,,,,
Ireland,Operator Holding Account,Lakeland Dairies Co-operative Society Limited,Co-operative Society,2005-09-09,open,Church Street,Cavan,Killeshandra,17464,17464,17464,18339,18747,33237,33237,33237,24358,23922,23485,23049,22615,22179,21745,21311,11162,11243,17592,17808,17620,34981,38229,38626,39980,41877,39507,55053,,,,,11162,11243,17592,17808,17620,33721,39489,38626,39980,41877,39507,55053,,,,
Ireland,Operator Holding Account,Lakeland Dairies Co-operative Society Limited,Co-operative Society,2005-09-08,closed,Church Street,Cavan,Killeshandra,18930,18930,18930,24066,24066,24066,24066,24066,,,,,,,,,22510,17094,19806,18087,17917,2498,0,0,,,,,,,,,22510,17094,19806,18087,17917,2498,,,,,,,,,,
Ireland,Operator Holding Account,Lakeland Dairies Co-operative Society Limited,Co-operative Society,2005-09-08,open,Church Street,Cavan,Killeshandra,6668,6668,6668,8351,8351,8351,8351,8351,4574,4277,3988,3706,3429,3161,2900,2648,5017,4656,7416,6289,5804,6279,7002,6818,7436,9516,10949,10783,,,,,5017,4656,7416,6289,5804,6279,7002,6818,7436,9516,10949,10783,,,,
Ireland,Operator Holding Account,College Proteins,136971,2005-09-14,open,College Road,Meath,Meath,3247,3247,3247,1363,1363,1363,1363,1363,6446,6249,6052,5859,5668,5478,5289,5105,454,10,1247,9383,4319,7579,7970,10521,15469,9749,12027,16562,,,,,460,4,1300,9383,4319,7579,7970,1425,24565,9749,12027,16562,,,,
Ireland,Operator Holding Account,College Proteins,136971,2005-09-14,open,College Road,Meath,Meath,16778,16778,16778,10205,10205,10205,10205,10205,15451,15183,14912,14637,14360,14080,13796,13511,291,99,77,91,97,66,52,4194,6274,9088,8908,10554,,,,,296,94,120,91,97,66,52,4194,6274,9088,8908,10554,,,,
Ireland,Operator Holding Account,Limerick Alumina Refining Limited,231248,2005-09-13,open,Aughinish Island,Limerick,Askeaton,1073318,1073318,1073318,1146694,1146694,1146694,1146694,1146694,821556,807261,792966,778671,764376,750080,735785,721490,1157505,1421109,1446979,1009785,883273,1031153,1028687,1047400,1345722,1304817,1301948,1235106,,,,,1157505,1419133,1636321,1009785,883273,1031153,1028687,1047400,1345722,1304817,1301948,1235106,,,,
Ireland,Operator Holding Account,St. James's Hospital Board,Statutory Body,2005-01-01,open,Technical Services,Dublin 8,St James Hospital,7643,7643,7643,8800,8800,8800,8800,8800,5739,5137,4550,3980,3429,2895,2379,1882,8663,8475,8381,8665,9095,8784,7034,9458,8915,7395,8064,10748,,,,,8663,8475,8751,8665,9095,8784,7034,9458,8915,7395,8064,10748,,,,
Ireland,Operator Holding Account,CRH plc,12965,2005-01-01,open,42 Fitzwilliam Square,Dublin,Dublin 2,824581,824581,824581,854357,854357,854357,854357,854357,331499,325741,639830,628058,616159,604143,591979,579771,844873,794696,816699,791050,438699,307799,246024,223129,240012,418005,569853,703030,,,,,844873,794696,816699,791050,438699,307799,246024,223129,240012,417946,569912,703030,,,,
Ireland,Operator Holding Account,CRH plc,12965,2005-01-01,open,42 Fitzwilliam Square,Dublin,Dublin 2,1425029,1425029,1425029,1496902,1496902,1498824,1720587,1855721,1203575,1182670,1161520,1140148,1118547,1096735,1074651,1052491,1467121,1463511,1471581,1245764,608446,488037,469231,694319,734302,841412,869546,875299,,,,,1467121,1463511,1471581,1245764,608446,488037,469231,694319,734302,841412,869546,875299,,,,
Ireland,Operator Holding Account,CRH plc,12965,2005-09-09,open,42 Fitzwilliam Square,Dublin,Dublin 2,102938,102938,102938,109257,109257,109257,109257,109257,83997,82538,81062,79571,78063,76541,75000,73453,102289,103574,77870,69000,47789,58194,53324,65887,68309,61077,66861,59179,,,,,102289,103574,87870,69119,47789,58194,53205,65887,68309,61077,66861,59179,,,,
Ireland,Operator Holding Account,CRH plc,12965,2005-09-09,closed,42 Fitzwilliam Square,Dublin,Dublin 2,11689,11689,11689,9219,9219,0,0,0,,,,,,,,,8746,8736,6995,4133,11,0,,,,,,,,,,,8746,8736,6995,4133,11,,,,,,,,,,,
Ireland,Operator Holding Account,CRH plc,12965,2006-12-06,open,42 Fitzwilliam Square,Dublin,Dublin 2,,,,123830,123830,123830,123830,123830,65997,64851,63691,62519,61335,60139,58928,57713,,0,46628,67151,52677,60599,74338,74791,69181,69933,76746,82196,,,,,,,54628,67017,52811,60599,74338,74791,69181,69933,76746,82196,,,,
Ireland,Operator Holding Account,United Fish Industries,8639,2005-09-09,open,Donegal Road,Donegal,Killybegs,12265,12265,12265,9177,9177,9177,9177,9177,8306,8161,8015,5039,4943,4847,4749,4651,11847,6615,5129,10779,7078,9263,6365,10893,10934,9570,9963,8334,,,,,11847,6615,5129,10779,7078,9263,6365,10893,10934,9570,9963,8334,,,,
Ireland,Operator Holding Account,BASF Ireland Limited,42876,2005-09-08,open,Inchera and Wallingstown,Cork,Little Island,27656,27656,27656,30423,30423,30423,30423,30423,18255,17938,11496,11285,11070,10854,10636,10417,32088,29362,29139,27856,23538,30473,29320,28800,25000,17727,13114,15993,,,,,32088,29362,29139,27856,23538,30473,29320,28800,25000,17727,13114,15993,,,,
Ireland,Operator Holding Account,Dairygold Co-Operative Society Limited,Co-operative Society,2005-09-09,open,Clonmel Road,Cork,Mitchelstown,56860,56860,56860,60800,60800,60800,60800,60800,33604,31761,29960,28205,26496,24831,23208,21632,55223,57023,60581,58870,58550,57858,57186,58775,56475,56448,67219,65167,,,,,55223,57023,61181,58870,58550,57858,57186,58775,56475,56448,67219,65167,,,,
Ireland,Operator Holding Account,Dairygold Co-Operative Society Limited,Co-operative Society,2005-09-09,open,Clonmel Road,Cork,Mitchelstown,33372,33372,33372,31965,31965,31965,31965,31965,12896,12672,6224,12223,11998,11774,11550,11325,28181,20976,17494,11032,9712,14395,13315,12544,14222,9172,10610,22435,,,,,28181,20976,27494,11032,9712,14395,13315,12508,14258,9172,10610,22435,,,,
Ireland,Operator Holding Account,Swords Laboratories,60709,2005-09-09,closed,Watery Lane,Dublin,Swords,7743,7743,7743,8814,8814,8814,8814,8814,5424,5330,5234,5138,5041,0,0,0,8228,8054,5833,6835,6971,6480,6465,6611,6584,5812,5628,5485,,,,,8228,8054,7743,6835,6971,6480,6465,6611,6584,5812,5628,5485,,,,
Ireland,Operator Holding Account,Swords Laboratories,60709,2005-09-09,closed,Watery Lane,Dublin,Swords,7415,7415,7415,7778,7778,7778,7778,7778,2148,2111,2072,0,0,0,0,0,2381,3324,2064,1530,1734,2405,1677,1954,1475,1523,1121,,,,,,2381,3324,2171,1530,1734,2405,1677,1954,1475,1523,1121,,,,,
Ireland,Operator Holding Account,Smurfit Recycling Ireland Limited,368940,2005-09-09,closed,32 Clonskeagh Road,Dublin 6,Dublin,17440,17440,17440,,,,,,,,,,,,,,1815,,,,,Not Reported,,,,,,,,,,,1815,,,,,,,,,,,,,,,
Ireland,Operator Holding Account,Intel Ireland Limited,902934,2005-09-09,open,Collinstown Industrial Park,Kildare,Leixlip,48006,48006,48006,43627,43627,43627,43627,43627,29055,28550,28039,27524,27002,26476,25942,25407,37601,40426,32086,30698,31655,32895,25629,24866,28429,29070,37252,40063,,,,,37601,40426,46302,30698,31655,32895,25629,24866,28429,29070,37252,40063,,,,
Ireland,Operator Holding Account,Gas Networks Ireland,555744,2005-09-16,open,Gasworks Road,Cork,Cork,1269,1269,1269,5023,5023,5023,5023,5023,2966,2654,2351,2056,1772,1496,1229,973,5116,4272,3102,2932,3073,4932,8528,9707,8116,6536,9204,11534,,,,,5116,4272,3102,2932,3073,4932,8582,9707,8116,6536,9204,11534,,,,
Ireland,Operator Holding Account,Bord Gais Energy Limited,463078,2010-02-23,open,1 Warrington Place,Dublin 2,Dublin,,,,0,0,271842,921297,923796,,,,,,,,,,,,,,318258,868163,784102,744346,652365,752676,960410,,,,,,,,,,318258,868163,784102,744346,652365,752676,960410,,,,
Ireland,Operator Holding Account,Lagan Cement Limited,237663,2005-09-08,open,Killaskillen,Westmeath,Kinnegad,486269,486269,486269,509225,509225,509225,509225,509225,420984,413672,406273,398798,391242,383613,375889,368138,471772,504569,487855,444476,325284,285765,320557,366477,383955,433309,423232,421383,,,,,471772,504569,507855,444476,325284,285765,320557,366477,383955,433309,423232,421383,,,,
Ireland,Operator Holding Account,Electricity Supply Board,00001,2005-09-09,open,Two Gateway,D03 A995,Dublin,730433,730433,730433,530318,530318,530318,530318,530318,,,,,,,,,907525,868707,731826,522658,665641,568497,176252,122146,78926,110774,23047,30029,,,,,907525,868707,800000,522658,665641,568497,176252,122146,78926,110774,23047,30029,,,,
Ireland,Operator Holding Account,Electricity Supply Board,00001,2005-09-09,closed,Two Gateway,D03 A995,Dublin,167580,167580,167580,,,,,,,,,,,,,,38465,,,,,Not Reported,,,,,,,,,,,38465,,,,,,,,,,,,,,,
Ireland,Operator Holding Account,Electricity Supply Board,00001,2005-09-09,open,Two Gateway,D03 A995,Dublin,0,0,0,516190,516190,516190,516190,516190,,,,,,,,,612694,698188,501875,778703,827642,515231,805410,786009,812046,788708,852264,830461,,,,,612694,698188,523416,778703,827642,515231,805410,786009,812046,788708,852264,830461,,,,
Ireland,Operator Holding Account,Electricity Supply Board,00001,2005-09-09,open,Two Gateway,D03 A995,Dublin,301596,301596,301596,264244,264244,264244,264244,264244,,,,,,,,,152080,232889,214023,258733,158412,141931,35823,14629,5545,1434,78,35,,,,,152080,232889,250000,258733,158412,141931,35823,14629,5545,1434,78,35,,,,
Ireland,Operator Holding Account,Electricity Supply Board,00001,2005-09-09,open,Two Gateway,D03 A995,Dublin,4181600,4181600,4181600,3769179,3769179,3769179,3769179,3769179,,,,,,,,,5692512,4935148,4714498,3951387,3122238,3457369,3653205,4650911,3886795,3779856,4528857,4414770,,,,,5692512,4935148,4916850,3951387,3122238,3457369,3653205,4650911,3886795,3779856,4528857,4412727,,,,
Ireland,Operator Holding Account,Electricity Supply Board,00001,2005-09-09,open,Two Gateway,D03 A995,Dublin,390815,390815,390815,327865,327865,327865,327865,327865,,,,,,,,,248184,247734,252279,150686,144318,187650,127184,41371,21672,8950,3769,9683,,,,,248184,247734,280000,150686,144318,187650,127184,41371,21672,8950,3769,9683,,,,
Ireland,Operator Holding Account,Electricity Supply Board,00001,2005-09-09,closed,Two Gateway,D03 A995,Dublin,1953404,1953404,1953404,,,,,,,,,,,,,,2018121,1294138,1441173,,,Not Reported,,,,,,,,,,,2018121,1294138,1575000,,,,,,,,,,,,,
Ireland,Operator Holding Account,Electricity Supply Board,00001,2005-09-09,open,Two Gateway,D03 A995,Dublin,0,0,0,709660,709660,709660,709660,709660,,,,,,,,,888107,615917,811583,1089030,1055151,1125534,713214,1180750,1033105,1177033,1105804,1138202,,,,,888107,615917,846417,1089030,1055151,1126302,712446,1180750,1033105,1177033,1105804,1138202,,,,
Ireland,Operator Holding Account,Electricity Supply Board,00001,2008-10-30,closed,Two Gateway,D03 A995,Dublin,,,,173906,173906,173906,0,0,,,,,,,,,,,,78855,119924,41772,,,,,,,,,,,,,,78855,119924,41772,,,,,,,,,,
Ireland,Operator Holding Account,Electricity Supply Board,00001,2008-10-30,closed,Two Gateway,D03 A995,Dublin,,,,201899,201899,201899,0,0,,,,,,,,,,,,43180,101755,31960,,,,,,,,,,,,,,43180,101755,31960,,,,,,,,,,
Ireland,Operator Holding Account,Electricity Supply Board,00001,2008-10-30,closed,Two Gateway,D03 A995,Dublin,,,,0,0,0,0,0,,,,,,,,,,,,,,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,Operator Holding Account,Electricity Supply Board,00001,2008-10-30,open,Two Gateway,D03 A995,Dublin,,,,901446,901446,901446,901446,901446,,,,,,,,,,,,1121686,1032702,1090193,817263,1024130,1026642,794122,104821,364984,,,,,,,,1121686,1032702,1090193,817263,1024130,1026642,794122,104821,364984,,,,
Ireland,Operator Holding Account,Electricity Supply Board,00001,2009-12-01,open,Two Gateway,D03 A995,Dublin,,,,0,0,804906,851638,853946,,,,,,,,,,,,,36385,583801,434102,334127,451524,449482,337570,544704,,,,,,,,,36385,583801,434102,334127,451524,449482,337570,544704,,,,
Ireland,Operator Holding Account,Novartis Ringaskiddy Limited,147396,2005-09-09,open,Ringaskiddy,County Cork,Cork,9634,9634,9634,10806,10806,10806,10806,10806,8399,8253,8106,7957,3907,3831,3754,3676,11299,8731,8237,8395,10267,10360,7883,6806,5869,5419,5354,4519,,,,,11299,8731,8237,8395,10267,10360,7883,6806,5869,5411,5362,4519,,,,
Ireland,Operator Holding Account,Huntstown Power Company Limited,265062,2005-09-08,open,"Mill House, Ashtowngate",Dublin 15,Navan Road,781656,781656,781656,727124,727124,727124,727124,727124,,,,,,,,,851847,862695,907150,896294,891186,669268,587080,341900,124041,41113,329204,263863,,,,,851847,862695,907150,896294,891186,669268,587080,341900,124041,41113,329204,263863,,,,
Ireland,Operator Holding Account,Dublin City University,University,2005-09-09,closed,Glasnevin,Dublin 9,Dublin,3746,3746,3746,,,,,,,,,,,,,,3524,3179,3008,,,Not Reported,,,,,,,,,,,3524,3179,3008,,,,,,,,,,,,,
Ireland,Operator Holding Account,Waterford Crystal Ltd.,78088,2005-09-13,closed,Kilbarry,County Waterford,Waterford,21089,21089,21089,18336,18336,0,0,0,,,,,,,,,14930,14479,11522,13768,2758,,,,,,,,,,,,14930,14479,12522,13768,2758,,,,,,,,,,,
Ireland,Operator Holding Account,Tipperary Co Operative Creamery Limited,Co-operative Society,2005-11-25,open,Station Road,Tipperary,Tipperary Town,20414,20414,20414,21498,21498,21498,21498,21498,14070,12999,11954,10936,9948,8987,8054,7151,22045,22710,23853,23346,24425,24483,19002,16967,17829,17089,18210,20312,,,,,22045,22710,23853,23346,24425,24483,19002,16967,17829,17089,18210,20312,,,,
Ireland,Operator Holding Account,Finsa Forest Products Ltd,98769,2005-10-06,closed,Scarriff,County Clare,Scarriff,19123,19123,19123,19158,19158,19158,19158,19158,,,,,,,,,16841,11079,6710,4557,230,459,302,57,,,,,,,,,16841,11079,6710,4557,230,459,302,57,,,,,,,,
Ireland,Operator Holding Account,Masonite Ireland,229654,2005-09-09,open,6th Floor - South Bank House,Dublin 4,Dublin,1031,1031,1031,362,362,362,362,362,39537,38850,25072,21937,18897,15957,13111,10372,582,387,380,379,428,527,463,123,131,307,213,169,,,,,582,387,380,379,428,527,463,123,131,307,213,169,,,,
Ireland,Operator Holding Account,IBM International Holdings BV,903924,2005-09-08,closed,Damastown Industrial Estate,Dublin 15,Mulhuddart,4117,4117,4117,,,,,,,,,,,,,,4649,4914,3292,,,Not Reported,,,,,,,,,,,4649,4914,3292,,,,,,,,,,,,,
Ireland,Operator Holding Account,Tynagh Energy Limited,378735,2005-01-01,open,The Crescent Building,Dublin 9,Santry,0,0,0,746094,746094,746094,746094,746094,,,,,,,,,974,920880,852064,912299,887485,904475,389322,274754,168662,446134,217682,341195,,,,,974,920880,1119438,912299,887485,904475,389322,274754,168662,527673,136143,341195,,,,
Ireland,Operator Holding Account,Quinn Cement Limited,320388,2005-09-09,open,Scotchtown,Cavan,Ballyconnell,879739,879739,879739,1006753,1006753,1006753,1006753,1006753,881251,432973,850458,834810,818994,803023,786854,770628,1028010,1029753,1043765,909464,722368,655857,497581,547950,390152,605618,683092,719005,,,,,1028010,1029753,1043765,909464,722368,655857,497581,547950,390152,605618,683092,719005,,,,
