,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
47.,KEROS BULGARIA EAD,"IZTOCHNA PROMISHLENA ZONA, UL. SVETI SPIRIDON 11",RUSE,Bulgaria,2331,n.a.,15,16,13,13,12,12,7,2,0,n.a.,214,160,175,152,135,126,110,115,5
48.,VULKAN CEMENT AD,ZH.K. VULKAN,DIMITROVGRAD,Bulgaria,2351,n.a.,14,14,12,12,18,17,17,27,43,n.a.,76,92,91,102,114,157,160,174,189
49.,TOPLOFIKACIA SLIVEN EAD,BUL. STEFAN KARADZHA 23,SLIVEN,Bulgaria,3511,n.a.,13,13,16,13,15,14,11,11,13,n.a.,285,285,270,261,267,259,264,265,256
50.,TEC MARITSA 3 AD,PROMISHLENA ZONA,DIMITROVGRAD,Bulgaria,3511,n.a.,8,15,15,18,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,199,278,317,326,n.a.,n.a.,n.a.,n.a.,n.a.
51.,FAZERLES AD,P.O. BOX: 93,SILISTRA,Bulgaria,1629,n.a.,7,9,9,10,9,n.a.,n.a.,n.a.,n.a.,n.a.,232,244,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
52.,VMV METAL EOOD,INDUSTRIALEN PAT 3B,IHTIMAN,Bulgaria,2451,n.a.,6,6,10,7,7,0,0,0,n.a.,n.a.,234,254,256,229,249,83,1,1,n.a.
53.,VELPA 91 AD,UL. GLADSTON 36,STRAZHITSA,Bulgaria,1721,n.a.,6,6,6,6,7,8,6,5,7,n.a.,221,224,213,217,222,245,260,258,263
54.,PETROCELTIC BULGARIA EOOD,KOMPRESORNA STANTSIA,VARNA,Bulgaria,0620,n.a.,5,7,19,11,4,2,0,1,14,n.a.,15,18,19,19,21,19,25,29,43
55.,REMOTEX M OOD,BUL. D-R G.M. DIMITROV 57,SOFIA,Bulgaria,2815,n.a.,4,4,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,335,181,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
56.,ORANZHERII GIMEL II EOOD,"KVARTAL VRAZHDEBNA, UL. 2-RA, 26A",SOFIA,Bulgaria,0113,n.a.,3,3,4,2,2,2,2,2,3,n.a.,187,198,194,187,201,174,171,206,204
57.,TOPLOFIKACIA GABROVO EAD,UL. INDUSTRIALNA 6,GABROVO,Bulgaria,3530,n.a.,3,2,2,2,2,2,2,2,2,n.a.,78,91,101,102,99,98,89,120,100
58.,TOPLOFIKATCIA - VT AD,"UL. NIKOLA GABROVSKI, 71 A",VELIKO TARNOVO,Bulgaria,3530,n.a.,3,3,3,4,4,4,3,3,3,n.a.,45,52,54,57,63,69,73,74,67
59.,JOINT STOCK COMPANY TROOD,UL. BOLNICHNAYA D. 18,RP VACHA,Russian Federation,2571,n.a.,2,3,4,7,11,10,10,7,9,n.a.,372,340,386,551,608,635,783,664,801
60.,SMA MINERAL BURGAS VAR EOOD,"BUL. STEFAN STAMBOLOV, 120",BURGAS,Bulgaria,2352,n.a.,2,2,2,2,1,1,1,1,1,n.a.,65,72,71,71,64,58,47,43,55
61.,INTER PIPE AD,"BUL. SIMEONOVSKO SHOSE, 120D, ET. 2",SOFIA,Bulgaria,2420,n.a.,n.a.,n.a.,n.a.,n.a.,2,4,5,4,20,n.a.,n.a.,n.a.,n.a.,n.a.,28,23,64,181,325
62.,ALT KO AD,UL. PERSENK 10,BANKYA,Bulgaria,0113,n.a.,2,2,2,3,3,3,3,2,2,n.a.,93,136,126,132,142,137,134,130,126
63.,BALGARSKA PETROLNA RAFINERIA EOOD,UL. STEFAN KARADZHA 2,SOFIA,Bulgaria,1920,n.a.,2,2,6,15,10,8,8,9,15,n.a.,46,55,53,53,60,55,56,55,77
64.,RUNO KAZANLAK EAD,UL. MANYO STAYNOV 4,KAZANLAK,Bulgaria,3511,n.a.,1,2,2,2,2,1,4,4,3,n.a.,52,50,51,51,52,50,96,155,160
65.,KERAMAT AD,UL. ALEKSANDAR STAMBOLIYSKI 77,KASPICHAN,Bulgaria,2332,n.a.,1,1,1,1,1,1,2,1,5,n.a.,78,109,100,97,101,95,110,142,384
66.,YAMBOLEN AD,"UL. YAMBOLEN, 35",YAMBOL,Bulgaria,2599,n.a.,1,1,1,1,1,1,1,1,1,n.a.,55,66,64,67,83,80,86,175,180
67.,KERAM INVEST AD,"KVARTAL KV. INDUSTRIALEN, UL. SAMUILOVSKO SHOSE",SLIVEN,Bulgaria,2332,n.a.,1,1,1,1,1,1,1,1,2,n.a.,85,90,99,151,156,152,104,111,127
68.,KALIAKRA AD,TSAR OSVOBODITEL 10; ET. 3,SOFIA,Bulgaria,8211,n.a.,0,1,1,1,1,1,1,8,33,n.a.,9,10,13,12,10,9,8,39,56
69.,MELGI EOOD,"KV. VRAZHDEBNA, UL. 9-TA 21",SOFIA,Bulgaria,0113,n.a.,0,1,1,2,1,0,0,1,1,n.a.,46,60,53,61,58,54,41,34,192
70.,RODNA INDUSTRIA 91 EOOD,BUL. BULGARIA 108,POPOVO,Bulgaria,2332,n.a.,0,0,0,0,0,0,0,0,2,n.a.,42,38,43,40,40,24,33,53,135
71.,NIKOM - 97 AD,"VASIL LEVSKI, 15, ET. 10",VELIKO TARNOVO,Bulgaria,2332,n.a.,0,1,0,0,0,0,0,0,0,n.a.,15,17,11,34,38,18,3,3,n.a.
72.,BULGARIAN SUGAR COMPANY EOOD,"BURGASKI ZAHAREN ZAVOD, -, BL. -, VH. -, ET-, AP.",KAMENO,Bulgaria,4636,n.a.,0,5,1,0,0,0,n.a.,n.a.,n.a.,n.a.,20,56,55,1,5,2,1,1,1
73.,IZIDA 1894 EOOD,"UL. SLAVYANSKA, 5, VH. 1, ET. 3",SOFIA,Bulgaria,6820,n.a.,0,0,0,0,1,0,2,6,0,n.a.,10,10,11,42,10,9,8,9,8
74.,TAMARA 2009 OOD,"KVARTAL BAKSTON, BULGARSKA LEGIA, 36",SOFIA,Bulgaria,2352,n.a.,0,2,3,2,0,0,n.a.,n.a.,n.a.,n.a.,5,18,26,26,14,5,n.a.,1,n.a.
75.,HARMANLIYSKA KERAMIKA AD,"UL. TRETI MART, 14",HARMANLI,Bulgaria,2332,n.a.,0,0,0,0,0,0,0,0,n.a.,n.a.,33,51,35,19,10,10,8,16,n.a.
76.,SHAVARNA 97 OOD,"UL. PANAYOT HITOV, 1",LEVSKI,Bulgaria,2363,n.a.,0,0,0,0,0,0,0,0,1,n.a.,12,16,17,17,25,24,34,30,80
77.,SHAMOT AD,UL. STARA PLANINA 1,GARA ELIN PELIN,Bulgaria,6820,n.a.,0,0,0,0,0,1,1,0,1,n.a.,8,8,9,10,11,11,14,17,22
78.,MAYR MELNHOF NIKOPOL AD,"UL.RADETSKI, N43, ET.2, AP.4",PLEVEN,Bulgaria,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,13,12,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6,15,295
79.,SMA MINERAL VARODOBIV EOOD,UL. TSAR OSVOBODITEL 97,SHUMEN,Bulgaria,0811,n.a.,n.a.,n.a.,n.a.,n.a.,0,1,1,1,1,n.a.,n.a.,n.a.,n.a.,n.a.,6,6,20,43,47
80.,STARTKERAMIK OOD,UL.CHETIRIDESET I SEDMA 7,MIHALTSI,Bulgaria,2332,n.a.,0,0,0,0,0,0,0,0,n.a.,n.a.,1,3,2,4,3,10,8,9,n.a.
81.,GARDINVEST,SH. ZAGORODNOE D. 3,ORENBURG,Russian Federation,6820,n.a.,n.a.,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,3,3,3,3,3,n.a.,n.a.,n.a.
82.,IVAN ATANASOV CHERVENIVANOV,UL. BAYKAL N 15,BANYA,Bulgaria,0113,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,0,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,3,49
83.,SDRUZHENIE HAN ASPARUH,"UL. 6-TI SEPTEMVRI, N35",SOFIA,Bulgaria,9499,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
84.,LESOPLAST A.D.,,,Bulgaria,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
85.,TEC VARNA EAD,,,Bulgaria,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
86.,TOPLOFIKATSIA BURGAS,,,Bulgaria,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
87.,BHAIR APS,SCT. JACOBSVEJ 12,BALLERUP,Denmark,9602,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
88.,SOFIAMED,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
89.,ELMAZ LIMITED,285 FORE STREET,LONDON,United Kingdom,9609,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
