,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
293.,STAR STABILIMENTO ALIMENTATE SPA,,,Italy,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
780.,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,ONE STATE FARM PLAZA,BLOOMINGTON,United States of America,6511,n.a.,"38,701","35,019","30,864","25,864","25,950","25,741","24,663","22,598","23,244",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
638.,STEFANA S.R.L. IN LIQUIDAZIONE,VIA CRETA 21,BRESCIA,Italy,2410,n.a.,17,27,225,435,399,448,337,273,601,n.a.,301,621,700,693,702,698,716,748,733
497.,STERILTOM ASEPTIC - SYSTEM S.R.L. OPPURE: STERILTOM S.R.L.,VLE PASSEGGIO PUBBLICO 76,PIACENZA,Italy,1039,n.a.,58,57,52,41,41,43,38,39,35,n.a.,306,270,223,187,230,251,192,61,160
696.,STMICROELECTRONICS S.R.L.,VIA CAMILLO OLIVETTI 2,AGRATE BRIANZA,Italy,2610,n.a.,"1,484","1,447","1,359","1,440","1,374","1,419","1,327",989,"1,264",n.a.,"9,839","9,781","9,583","9,464","8,761","8,658","8,087",n.a.,"8,163"
498.,STRYKER CORPORATION,"2825, AIRVIEW BOULEVARD",KALAMAZOO,United States of America,3250,"10,376","10,744","9,136","7,969","6,541","6,561","6,420","5,475","4,667","4,827","33,000","33,000","27,000","26,000","25,000","22,010","21,241","20,036","18,582","17,594"
547.,STUDIUM POWER & SERVICE SCARL,VIA FERRANTE IMPARATO 495,NAPOLI,Italy,7022,n.a.,10,10,10,11,12,11,10,10,10,n.a.,34,34,35,35,35,35,n.a.,n.a.,n.a.
259.,SYMAX,32333 AURORA RD,SOLON,United States of America,7022,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
15.,TAMARETE ENERGIA S.R.L.,CNT TAMARETE SNC,ORTONA,Italy,3511,n.a.,19,20,17,17,3,0,0,0,0,n.a.,n.a.,1,1,1,1,n.a.,n.a.,n.a.,n.a.
525.,TAMOIL RAFFINAZIONE S.P.A.,PLE CADUTI DEL LAVORO 30,CREMONA,Italy,5210,n.a.,18,18,21,22,17,54,122,117,137,n.a.,46,50,52,149,200,274,301,311,n.a.
538.,TECHNOLOGIE ET EXPLOITATION INFORMATIQUE,13 QUAI ALPHONSE LE GALLO,BOULOGNE BILLANCOURT,France,6203,n.a.,n.a.,19,19,19,1,n.a.,26,27,28,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
113.,TECNOPARCO VALBASENTO S.P.A.,VIA POMARICO S.N.C.,PISTICCI,Italy,3800,n.a.,40,49,57,65,57,43,51,49,34,n.a.,96,105,105,105,104,105,107,111,120
450.,TECNOVALORE S.R.L.,VIA FEDRO 2,MILANO,Italy,4322,n.a.,14,13,14,1,16,19,17,15,11,n.a.,20,15,15,15,15,15,14,15,11
329.,TEKFOR S.P.A.,VIA MARTIN LUTHER KING 6,AVIGLIANA,Italy,2510,n.a.,140,145,161,154,161,181,76,84,120,n.a.,797,803,858,914,927,663,391,451,246
266.,TEKSID ALUMINUM S.R.L.,VIA UMBERTO II 5,CARMAGNOLA,Italy,2442,n.a.,194,175,134,106,91,110,117,92,130,n.a.,996,859,812,800,809,823,830,840,959
314.,TERMICA CELANO S.R.L.,VIA DEGLI AGRESTI 6,BOLOGNA,Italy,3511,n.a.,0,3,7,22,45,120,100,92,111,n.a.,6,11,16,16,17,17,17,17,16
769.,TERMICA COLLEFERRO S.P.A.,VIA DEGLI AGRESTI 4/E 6,BOLOGNA,Italy,3511,n.a.,30,17,17,25,23,11,9,0,n.a.,n.a.,14,14,14,13,13,12,5,n.a.,n.a.
889.,TERMICA COLOGNO SRL, FORO BUONAPARTE 31,MILANO,Italy,3530,n.a.,1,2,2,13,45,39,34,34,42,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
872.,TERMICA MILAZZO SRL,CNT MANGIAVACCA SNC,MILAZZO,Italy,3511,n.a.,70,91,112,136,134,129,195,119,128,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
323.,TERMINALE GNL ADRIATICO SOCIETA' A RESPONSABILITA' LIMITATA IN FORMA ABBREVIATA TERMINALE GNL ADRIATICO S.R.L.,PZA SIGMUND FREUD 1,MILANO,Italy,5222,n.a.,236,263,230,221,232,239,229,36,0,n.a.,110,110,111,124,107,118,91,85,77
215.,TERNI BIOMASSA S.R.L.,VIA BRIGATA EBRAICA 50,RAVENNA,Italy,3821,n.a.,1,1,0,0,0,0,n.a.,n.a.,n.a.,n.a.,10,10,5,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
674.,TERNI EN.A. S.P.A.,VIA GIORDANO BRUNO 7,TERNI,Italy,3511,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,14,27,24,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,33,35,34
656.,TERREAL ITALIA S.R.L.,STR ALLA NUOVA FORNACE SN,VALENZA,Italy,2332,n.a.,21,24,24,24,25,32,32,30,39,n.a.,151,158,167,176,183,185,203,213,223
740.,TERRECOTTE S.R.L.,VIA PORTICO 47,ORIO AL SERIO,Italy,2341,n.a.,3,2,2,3,2,3,2,2,1,n.a.,4,4,4,4,3,3,3,n.a.,n.a.
184.,TESSITURA MONTI S.P.A.,VIA SALTORE,MASERADA SUL PIAVE,Italy,1320,n.a.,68,70,74,75,77,86,80,64,91,n.a.,312,310,318,320,388,457,535,624,624
190.,TIME WARNER CABLE ENTERPRISES LLC,4404 WHIPPLE AVE NW,CANTON,United States of America,6020,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
879.,TINTORIA CRESPI GIOVANNI E C. - S.R.L.,VIA SILVIO PELLICO 4/6,BUSTO ARSIZIO,Italy,1300,n.a.,7,8,9,9,9,11,11,9,10,n.a.,82,83,95,92,90,103,101,85,101
426.,TINTORIA RIFINIZIONE NUOVE IDEE S.R.L. IN LIQUIDAZIONE,VIA ARRIGO SIMINTENDI 29,PRATO,Italy,6820,n.a.,1,1,7,10,10,12,11,10,11,n.a.,n.a.,43,70,71,81,85,84,84,82
277.,TIRRENO POWER S.P.A.,VIA BARBERINI 47,ROMA,Italy,3511,n.a.,748,440,703,997,"1,413","1,364","1,298","1,253","1,513",n.a.,371,386,456,522,526,536,526,591,620
925.,TITLEMAX AVIATION,1005 BOB HARMON RD,SAVANNAH,United States of America,6491,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
369.,TOLENTINO S.R.L.,VIA CASTELLANA 90,ISTRANA,Italy,1710,n.a.,38,39,34,35,33,36,33,20,31,n.a.,38,36,37,37,38,37,37,37,37
397.,TOPPETTI 2 S.R.L.,VIA ALESSANDRO CANOBBIO 34,VERONA,Italy,2332,n.a.,27,29,32,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,90,97,98,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
91.,TOSCOPAPER S.P.A.,VIA S.S 12 DETTA VIA DEL BRENNERO,LUCCA,Italy,1712,n.a.,20,20,19,18,15,16,12,8,11,n.a.,32,30,29,28,28,29,28,28,n.a.
528.,TRAFILERIE CARLO GNUTTI - S.P.A.,VIA SAN BERNARDINO 23/A,CHIARI,Italy,2434,473,481,467,520,510,494,611,456,393,688,447,461,463,463,465,474,476,481,490,522
272.,TRAVI E PROFILATI DI PALLANZENO S.R.L.,VIA SEMPIONE 7,PALLANZENO,Italy,2410,n.a.,298,295,293,265,334,212,168,123,266,n.a.,395,367,359,361,366,185,191,202,183
836.,TRELLEBORG WHEEL SYSTEMS ITALIA S.P.A.,VIA NAZIONALE TIBURTINA 143,TIVOLI,Italy,2211,n.a.,155,169,186,199,192,169,119,121,146,n.a.,685,650,613,580,572,570,533,536,502
371.,TRENITALIA S.P.A.,PZA DELLA CROCE ROSSA 1,ROMA,Italy,4900,n.a.,"5,442","5,996","6,022","5,929","5,908","6,089","6,078","6,094","6,218",n.a.,"31,376","31,723","31,754","33,792","35,876","37,662","39,667","42,174","48,971"
94.,TRENORD S.R.L.,PLE LUIGI CADORNA 14,MILANO,Italy,4910,n.a.,781,783,748,755,729,676,614,73,n.a.,n.a.,"4,129","4,193","4,209","4,217","4,117","3,977",n.a.,"3,830",n.a.
16.,TRENTOFRUTTA S.P.A.,VIA ALCIDE DE GASPERI 130,TRENTO,Italy,1039,n.a.,48,38,26,29,32,36,34,35,62,n.a.,109,101,90,97,97,89,94,96,94
471.,TRIGNO ENERGY S.R.L. - SOCIETA' UNIPERSONALE,ZIN INDUSTRIALE,SAN SALVO,Italy,4321,n.a.,29,25,30,29,30,31,28,23,32,n.a.,17,16,16,14,14,14,15,15,13
591.,TRINITY BROADCASTING OF NY INC,11 MERRITT BLVD,FISHKILL,United States of America,6020,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,35
813.,TRISTONE FLOWTECH ITALY S.P.A.,VIA TORINO 140,CIRIE,Italy,2219,n.a.,60,56,51,45,46,53,48,38,58,n.a.,204,196,195,203,215,216,216,231,238
296.,TRT EQUITY ADVISORS LLC,701 BRAZOS ST,AUSTIN,United States of America,5510,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
622.,UNICALCE S.P.A.,VIA PONTI 18,VAL BREMBILLA,Italy,2352,n.a.,135,139,149,154,170,170,161,145,183,n.a.,509,518,520,539,527,532,540,556,562
664.,UNIGRA' SRL,VIA GARDIZZA 9/B,CONSELICE,Italy,1042,n.a.,556,557,547,524,514,n.a.,n.a.,n.a.,n.a.,n.a.,807,744,654,611,571,n.a.,n.a.,n.a.,n.a.
399.,UNILEVER ITALIA MANUFACTURING SRL,VIA PAOLO DI DONO 3/A,ROMA,Italy,1089,n.a.,161,178,182,185,197,197,240,281,n.a.,n.a.,"1,345","1,406","1,601","1,651","1,489","1,919","2,411","2,516",n.a.
365.,UNILEVER ITALIA S.R.L.,"VIA UGO BASSI,2",MILANO,Italy,2000,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"2,894",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"3,757"
908.,UPMC LLC,2495 SAWDUST RD,SPRING,United States of America,4339,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
70.,V.B.F. ENGINEERING S.R.L. - IN LIQUIDAZIONE, STRADA CONSORT.PER CASAPUZZANO,MARCIANISE,Italy,2360,n.a.,n.a.,0,1,2,2,2,2,2,5,n.a.,n.a.,n.a.,15,17,17,18,17,n.a.,19
358.,VALEO CABLAGGI E COMMUTAZIONE S.R.L.,,,Italy,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
247.,VARESE RISORSE S.P.A.,VLE OTTORINO ROSSI 19,VARESE,Italy,3511,n.a.,14,18,19,19,20,13,13,12,12,n.a.,23,23,23,23,20,17,17,15,15
349.,VEBAD S.P.A.,STS 100,GIOIA DEL COLLE,Italy,2310,n.a.,48,41,41,41,43,40,38,n.a.,43,n.a.,78,76,75,73,74,73,76,n.a.,77
258.,VERALLIA ITALIA S.P.A.,VIA DEL LAVORO 1,LONIGO,Italy,2310,n.a.,520,514,527,537,568,554,516,496,528,n.a.,"1,117","1,095","1,096","1,106","1,116","1,116","1,103","1,112","1,124"
193.,VERDE CAPITAL CORP,4020 E INDIAN SCHOOL RD,PHOENIX,United States of America,9499,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
665.,VERSALIS S.P.A.,PZA MARCELLO BOLDRINI 1,SAN DONATO MILANESE,Italy,2010,n.a.,"4,256","4,847",n.a.,"6,018","6,531","6,593","6,438","4,235","6,254",n.a.,"5,095","5,148",n.a.,"5,703","5,721","5,862","4,695","6,145","6,485"
839.,VETRERIA DI BORGONOVO S.P.A.,VIA AURELIO SAFFI 34,MILANO,Italy,2310,n.a.,43,48,48,42,46,46,41,38,42,n.a.,157,159,158,155,160,160,174,166,171
905.,VETRERIA ETRUSCA S.P.A.,VIA MAREMMANA 70,MONTELUPO FIORENTINO,Italy,2310,n.a.,63,54,50,50,50,50,43,39,49,n.a.,204,176,166,166,165,165,165,164,174
523.,VETRERIE MERIDIONALI S.P.A.,VIA CONVERSANO 144,CASTELLANA GROTTE,Italy,2313,n.a.,64,68,66,64,57,61,68,70,70,n.a.,214,214,205,203,203,208,208,208,202
867.,VETRERIE RIUNITE S.P.A.,VIA CALCINESE 60,COLOGNOLA AI COLLI,Italy,2319,n.a.,98,96,98,102,106,109,101,89,n.a.,n.a.,558,563,603,621,628,636,616,727,n.a.
335.,VETRI SPECIALI S.P.A.,VIA GIANNANTONIO MANCI 5,TRENTO,Italy,2313,n.a.,144,142,136,133,136,140,122,110,124,n.a.,677,555,541,540,548,533,509,503,480
568.,VETROBALSAMO SPA,VLE SARCA 336,MILANO,Italy,2313,n.a.,55,54,60,60,55,44,32,31,n.a.,n.a.,177,169,171,169,155,162,147,131,n.a.
927.,VETROPACK ITALIA S.R.L.,VIA SAN CRISTOFORO 51,TREZZANO SUL NAVIGLIO,Italy,2313,n.a.,71,38,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,254,245,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
893.,VIBAC S.P.A.,STR TICINETO SALITA S. SALVATORE 4,TICINETO,Italy,2222,n.a.,291,282,279,291,282,251,331,280,307,n.a.,913,809,775,741,733,735,907,901,914
466.,VIDRALA ITALIA S.R.L.,VIA ALZAIA TRIESTE 45,CORSICO,Italy,2310,n.a.,59,59,62,66,75,51,50,51,58,n.a.,190,185,187,194,203,208,209,206,190
503.,VILCA S.P.A.,GAL DEL POZZO ROSSO 13,VICENZA,Italy,0899,n.a.,1,1,2,12,18,21,22,23,30,n.a.,n.a.,n.a.,6,42,71,94,95,108,112
848.,VILLAPANA S.P.A.,VIA PANA 244,FAENZA,Italy,1101,n.a.,14,14,15,18,18,16,15,14,14,n.a.,49,43,40,40,4,43,42,41,39
208.,VINAVIL SPA,VLE EDOARDO JENNER 4,MILANO,Italy,2016,n.a.,162,169,172,163,161,164,146,130,161,n.a.,355,353,354,353,350,351,322,321,321
405.,VINCENZO PILONE S.R.L.,VVE DI PIANFEI 2/B,MONDOVI,Italy,2332,n.a.,4,5,5,6,7,8,7,9,11,n.a.,37,37,23,37,37,38,36,36,37
858.,VINCENZO ZUCCHI S.P.A.,VIA LEGNANO 24,RESCALDINA,Italy,1399,n.a.,85,98,104,154,164,191,191,228,265,n.a.,575,677,861,"1,220","1,225","1,265","1,344","1,990","2,170"
913.,VISCOLUBE S.R.L.,VIA TAVERNELLE 19,PIEVE FISSIRAGA,Italy,1920,n.a.,n.a.,110,108,100,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,222,200,187,n.a.,n.a.,n.a.,n.a.,n.a.
834.,VIVATERRA S.P.A,VIA DI MELETO 4/6,GREVE IN CHIANTI,Italy,2332,n.a.,4,5,4,5,6,11,9,10,10,n.a.,30,29,29,60,91,97,88,76,83
380.,VOGHERA ENERGIA S.P.A.,VIA ALBERT EINSTEIN 24,VOGHERA,Italy,3511,n.a.,35,37,35,35,37,30,28,35,32,n.a.,22,24,24,24,25,25,25,23,23
708.,VOLTA S.P.A..,VIA EMILIA 53,VOGHERA,Italy,4777,n.a.,19,24,26,26,26,22,21,19,17,n.a.,13,13,10,10,9,8,8,8,8
163.,W&P CEMENTI S.P.A.,VIA CASTELNOVO DEL FRIULI 1,SAN VITO AL TAGLIAMENTO,Italy,2351,n.a.,21,21,16,11,11,12,20,25,33,n.a.,42,48,47,24,25,23,58,61,60
537.,WARTSILA ITALIA S.P.A.,LOC BAGNOLI DELLA ROSANDRA 334,SAN DORLIGO DELLA VALLE-DOLINA,Italy,2811,n.a.,274,315,389,314,359,368,329,343,359,n.a.,"1,278","1,291","1,321","1,374","1,408","1,458","1,503","1,532","1,452"
271.,WEDGE POWER S.P.A.,VIA PORTA ROSSA 52,CUNEO,Italy,3511,n.a.,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10,6,4,4,n.a.,n.a.,n.a.,n.a.,n.a.
673.,WEPA ITALIA S.R.L.,ZIN PORCARI NORD SNC,CAPANNORI,Italy,1720,n.a.,176,171,178,185,214,248,246,221,65,n.a.,506,489,480,531,615,673,626,628,624
8.,WESTBURY GROUP LIMITED,2ND FLOOR FINANCE HOUSE,SOUTHEND-ON-SEA,United Kingdom,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
95.,WHIRLPOOL S.A.,ANDAR 32,SAO PAULO,Brazil,2751,n.a.,"2,684","2,224","2,995","2,876","3,130","3,104","3,276","2,662","1,822",n.a.,n.a.,n.a.,"20,802","20,802","21,454","17,541","19,223","16,324","15,451"
268.,WIENERBERGER S.P.A.,VIA RINGHIERA 1,MORDANO,Italy,2332,n.a.,29,27,31,40,42,41,42,46,45,n.a.,169,167,194,211,216,213,220,223,152
155.,WIND JET S.P.A.,STP 69 II,CATANIA,Italy,5110,n.a.,n.a.,0,0,0,153,259,246,240,232,n.a.,n.a.,n.a.,n.a.,421,431,529,512,517,476
567.,WINDROSE AVIATION LLC,2766 ANDES WAY,SAINT CLOUD,United States of America,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
668.,WYETH LEDERLE S.R.L.,VIA NETTUNENSE 90,APRILIA,Italy,2059,n.a.,35,22,233,n.a.,n.a.,389,487,720,865,n.a.,601,589,998,n.a.,n.a.,"1,153","1,195","1,735","2,038"
577.,XCOAL ENERGY & RESOURCES,1 ENERGY PL,LATROBE,United States of America,4671,31,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,35,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
928.,XILOPAN - S.P.A.,VIA LOCALITA' SAN GIUSEPPE 1/3,CIGOGNOLA,Italy,1621,n.a.,28,27,28,27,27,26,30,33,46,n.a.,82,78,78,82,83,95,96,106,105
575.,YARA ITALIA S.P.A.,VIA BENIGNO CRESPI 57,MILANO,Italy,4675,n.a.,397,475,517,542,576,525,437,332,547,n.a.,371,374,369,364,359,349,341,341,346
237.,YOUSAVE S.P.A.,VIA STEZZANO SNC,BERGAMO,Italy,7490,n.a.,29,27,33,24,18,8,5,1,n.a.,n.a.,35,33,25,16,13,8,n.a.,n.a.,n.a.
386.,ZEGNA BARUFFA LANE BORGOSESIA S.P.A.,VIA BARTOLOMEO SELLA 140,VALLE MOSSO,Italy,1310,n.a.,n.a.,114,108,122,105,154,135,74,88,n.a.,n.a.,889,937,992,"1,075","1,142","1,148",926,971
822.,ZEPHYRO S.P.A.,VIA GIOVANNI DA UDINE 15,MILANO,Italy,3511,n.a.,95,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
78.,ZIGNAGO POWER S.R.L.,VLE ITA MARZOTTO 8,FOSSALTA DI PORTOGRUARO,Italy,3511,n.a.,34,36,33,29,22,1,0,0,n.a.,n.a.,48,46,44,36,26,15,5,1,n.a.
285.,ZIGNAGO VETRO S.P.A.,VIA ITA MARZOTTO 8,FOSSALTA DI PORTOGRUARO,Italy,2319,n.a.,255,251,233,294,300,295,267,234,259,n.a.,"1,388","1,341","1,865","1,835","1,833","1,819","1,435","1,393","1,395"
935.,ZML INDUSTRIES S.P.A.,VLE DELL'INDUSTRIA 10,MANIAGO,Italy,2451,n.a.,156,167,171,168,182,197,170,107,179,n.a.,555,552,506,551,566,575,557,553,566
