,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
5,AIR FRANCE - KLM,"2, RUE ROBERT-ESNAULT-PELTERIE",PARIS,France,5110,n.a.,"25,018","26,033","25,789","25,761","25,863","19,111","24,908","21,237","24,162",n.a.,"84,602","86,457","94,666","96,417","99,900","102,277","102,012","104,721","106,933"
,AIR KING JET SA,CHEMIN DES PAPILLONS 4,COINTRIN,Switzerland,5223,4,5,5,4,4,4,n.a.,n.a.,n.a.,n.a.,4,4,4,4,4,4,28,28,n.a.,n.a.
558,AIR LIBAN - MEA,,CAIRO,Egypt,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
55,AIR LIQUIDE FRANCE INDUSTRIE,6 RUE COGNACQ JAY,PARIS,France,2011,n.a.,"1,020","1,058","1,104","1,192","1,168","1,186",441,382,423,n.a.,"2,258","2,302","2,344","2,453",n.a.,"2,611",n.a.,n.a.,n.a.
,AIR LIQUIDE HYDROGENE,6 RUE COGNACQ JAY,PARIS,France,2011,n.a.,79,92,81,97,98,98,86,67,89,n.a.,n.a.,n.a.,n.a.,20,n.a.,n.a.,n.a.,n.a.,n.a.
,AIR MADAGASCAR,1318 SANTA LUISA DR,SOLANA BEACH,United States of America,7911,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
95,AIR MAURITIUS LTD,AIR MAURITIUS CENTER,PORT LOUIS,Mauritius,5110,n.a.,503,495,469,465,456,458,440,375,453,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
150,AIR MEDITERRANEE,AEROPORT DE TARBES OSUN LOURDES,JUILLAN,France,5110,n.a.,n.a.,n.a.,175,417,n.a.,205,219,233,230,n.a.,n.a.,n.a.,311,311,n.a.,403,410,402,411
,AIR PINK D.O.O. BEOGRAD,RADNICKA 5A,BEOGRAD - CUKARICA,Serbia,5110,n.a.,27,24,18,18,16,13,10,6,6,n.a.,54,54,42,35,29,28,23,20,17
194,AIR SEYCHELLES LTD,INTERNATIONAL AIRPORT POINTE LARUE,VICTORIA,Seychelles,5110,n.a.,125,115,111,98,102,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,629,629,"1,600",n.a.,n.a.,n.a.,n.a.
,AIRBUS,2 ROND POINT EMILE DEWOITINE,BLAGNAC,France,4669,n.a.,"54,477","51,154","45,729",n.a.,n.a.,n.a.,"28,809","26,160","24,369",n.a.,"7,238",n.a.,"7,305",n.a.,n.a.,n.a.,"5,709","5,433",n.a.
,AIRBUS DEFENCE AND SPACE HOLDING FRANCE SAS,51 ROUTE DE VERNEUIL,LES MUREAUX,France,6420,n.a.,n.a.,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
10,AIRBUS OPERATIONS,316 ROUTE DE BAYONNE,TOULOUSE,France,3030,n.a.,"12,384","11,627","10,454","9,453","8,550","7,009",n.a.,"6,427",0,n.a.,"20,699","20,225","20,250",n.a.,"20,125","16,993",n.a.,n.a.,n.a.
166,AIRBUS TRANSPORT INTERNATIONAL,12 RUE GABRIEL CLERC,BLAGNAC,France,5121,n.a.,162,165,145,147,132,118,111,117,116,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
452,AIRBY,32 AVENUE HOCHE,PARIS,France,5110,n.a.,3,3,3,3,3,0,0,0,0,n.a.,1,1,1,1,n.a.,n.a.,n.a.,n.a.,n.a.
,AIRFORGE,PARC TECHN LA PARDIEU,CLERMONT FERRAND,France,2550,n.a.,n.a.,n.a.,n.a.,n.a.,15,14,12,7,9,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,91,77,67,58
,"AIRWING CO., LTD.",520,"SHALU DIST., TAICHUNG CITY",Taiwan,4690,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
419,AIX EN PROVENCE ENERGIE ENVIRONNEMENT,43 AVENUE JEAN GIONO,AIX EN PROVENCE,France,3530,n.a.,6,6,6,6,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
255,AJINOMOTO EUROLYSINE SAS,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,AKDN LOGISTIQUE,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
233,AKERS FRANCE,CHEMIN DU LEIDT,THIONVILLE,France,2891,n.a.,n.a.,n.a.,n.a.,61,70,76,80,68,182,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,328,n.a.,n.a.,n.a.
,AL ATHEEL TRADING CO. (L.L.C.),PO BOX 51108,DUBAI,United Arab Emirates,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ALA SERVICES LLC,704 GOODLETTE RD N,NAPLES,United States of America,5829,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,35,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
413,ALAMIGEON,99 ROUTE DE GOND PONTOUVRE,RUELLE SUR TOUVRE,France,1712,n.a.,n.a.,n.a.,6,6,8,8,11,10,n.a.,n.a.,n.a.,n.a.,n.a.,30,n.a.,27,32,36,n.a.
218,ALBIOMA BOIS-ROUGE,CAMBUSTON,ST ANDRE,Reunion (France),3511,n.a.,n.a.,90,87,94,105,n.a.,108,89,112,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ALBIOMA CARAIBES,ROUTE DE GARDEL,LE MOULE,Guadeloupe (France),3511,n.a.,n.a.,37,41,39,44,n.a.,0,0,0,n.a.,n.a.,37,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ALBIOMA GALION,USINE DU GALION,ST-ESPRIT,Martinique (France),3511,n.a.,35,39,34,47,39,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.
203,ALBIOMA LE GOL,1 ROUTE NATIONALE,ST LOUIS,Reunion (France),3530,n.a.,n.a.,103,100,100,113,116,111,101,126,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
275,ALBIOMA LE MOULE,ROUTE DE GARDEL,LE MOULE,Guadeloupe (France),3511,n.a.,n.a.,48,58,78,75,70,49,50,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ALC SUISSE AG,MATTHOFSTRAND 8,LUZERN,Switzerland,7112,4,5,5,4,4,4,n.a.,n.a.,n.a.,n.a.,15,15,15,15,15,4,n.a.,n.a.,n.a.,n.a.
228,ALLARD EMBALLAGES,AVENUE ADRIEN ALLARD,BRIVE LA GAILLARDE,France,1721,n.a.,n.a.,81,79,67,64,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,409,439,n.a.,418,n.a.,n.a.,n.a.,n.a.
,ALN (BERMUDA) LTD.,CODAN SERVICES LIMITED,HAMILTON,Bermuda,6420,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ALPHA STAR AVIATION SERVICES COMPANY LIMITED,"ABU BAKER AL SIDDIQ ROAD, EXIT 6",RIYADH (AL),Saudi Arabia,3316,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
101,ALSTOM POWER SERVICE,204 ROND POINT DU PONT DE SEVRES,BOULOGNE BILLANCOURT,France,3314,n.a.,439,310,484,426,489,548,499,487,446,n.a.,"1,621",n.a.,"1,651","1,726",n.a.,"1,874","1,870","1,849","1,700"
514,ALSTOM POWER SYSTEMS SA,,,Brazil,2829,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
16,ALSTOM TRANSPORT SA,48 RUE ALBERT DHALENNE,ST OUEN,France,3020,n.a.,"3,795","3,473","3,240","3,421","3,165","3,496","3,270","3,466","3,148",n.a.,"8,862",n.a.,n.a.,"9,532","9,120","8,713","8,747","8,507","8,609"
152,ALTEO GARDANNE,ROUTE DE BIVER,GARDANNE,France,2442,n.a.,202,208,200,205,88,0,0,0,0,n.a.,n.a.,437,421,398,391,n.a.,n.a.,n.a.,n.a.
,ALTERNAE,49 ROUTE DE ROUEN,GISORS,France,4621,n.a.,139,145,153,140,117,128,83,97,103,n.a.,75,77,79,n.a.,n.a.,n.a.,34,32,35
165,ALTIS SEMICONDUCTOR,91 RUE DU FAUBOURG SAINT HONORE,PARIS,France,2611,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,132,n.a.,236,310,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ALTONA,"UL. BRESTSKAYA 1-YA D. 33, STR. 1, POM.I",MOSCOW,Russian Federation,4641,n.a.,1,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,12,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ALTRIA CLIENT SERVICES,6840 CAROTHERS PKWY,FRANKLIN,United States of America,8299,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ALUMINIUM DUNKERQUE,17 PLACE DES REFLETS,COURBEVOIE,France,2442,n.a.,493,546,488,477,492,491,481,369,513,n.a.,548,675,612,618,n.a.,n.a.,n.a.,653,645
8,ANA HOLDINGS INC.,SHIODOME-CITY CENTER,TOKYO,Japan,5110,n.a.,"14,736","13,969","13,259","11,290","12,306","12,865","11,496","9,773","10,667",n.a.,"39,243","36,273","34,919","33,719","32,634","32,884","32,731","32,578","33,045"
72,ANDROS,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ANISTANTE HOLDING LIMITED,NEOCLEOUS HOUSE,LIMASSOL,Cyprus,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
437,ANNECY BIO-CHALEUR,2 B RUE DU RADAR,ANNECY,France,3530,n.a.,4,6,3,4,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
261,ANNUNZIATA FRANCE,21 RUE DE LA MAIGRETTE,BUXEUIL,France,1722,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
546,ANVIS FRANCE DECIZE,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
114,APERAM ALLOYS IMPHY,AVENUE JEAN JAURES,IMPHY,France,2445,n.a.,337,494,469,453,522,501,432,292,491,n.a.,749,853,840,817,n.a.,n.a.,658,n.a.,n.a.
,APERAM STAINLESS FRANCE,LA PLAINE ST DENIS,ST DENIS,France,2410,n.a.,941,"1,075","1,015",771,n.a.,0,0,0,0,n.a.,"1,127",n.a.,"1,172","1,323","1,436",n.a.,n.a.,n.a.,n.a.
,APEX OIL CO INC,8235 FORSYTH BLVD,SAINT LOUIS,United States of America,4671,"2,500",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,375,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,API GROUP INC,1100 OLD HIGHWAY 8 NW,SAINT PAUL,United States of America,6420,"2,500",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"7,500",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,APPRYL SNC,ZONE ECOPOLIS NORD N 7,MARTIGUES,France,2016,n.a.,40,37,41,n.a.,45,41,34,35,38,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
91,ARC FRANCE,104 AVENUE DU GENERAL DE GAULLE,ARQUES,France,2313,n.a.,549,506,528,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"5,120","5,193","5,304",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
15,ARCELORMITTAL ATLANTIQUE ET LORRAINE,LA PLAINE ST DENIS IMMEUBLE LE CEZANNE,ST DENIS,France,2410,n.a.,"4,073","4,225","4,381","4,354","4,628","5,607","4,868","3,979","5,158",n.a.,"7,317","7,423","7,462","7,452","7,859","8,143",n.a.,n.a.,n.a.
,ARCELORMITTAL CONSTRUCTION FRANCE,SITE 1 ZONE INDUSTRIELLE,CONTRISSON,France,2433,n.a.,448,426,420,414,435,496,483,444,590,n.a.,977,"1,012",980,911,969,"1,013","1,087","1,149","1,069"
,ARCELORMITTAL GANDRANGE,SITE INDUSTRIEL GANDRANGE,GANDRANGE,France,2410,n.a.,n.a.,242,n.a.,275,245,506,451,226,557,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,935
39,ARCELORMITTAL MEDITERRANEE,LA PLAINE ST DENIS IMMEUBLE LE CEZANNE,ST DENIS,France,2410,n.a.,"1,639","1,681","1,927","1,972","2,048","1,992","1,764","1,522","1,968",n.a.,"2,605",n.a.,"2,639","2,573",n.a.,n.a.,"2,651",n.a.,n.a.
339,ARCHEMIS,24 AVENUE JEAN JAURES,DECINES CHARPIEU,France,7219,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
36,AREVA NC,TOUR AREVA,COURBEVOIE,France,2013,"1,715","3,228","3,345","3,020","3,395","2,632","2,652","3,684","3,064","3,524","7,715","8,012","8,565","8,871","6,946",n.a.,"6,067","6,653","6,702",n.a.
,AREVA NP,TOUR AREVA,COURBEVOIE,France,3311,n.a.,"2,613","2,850","2,790","2,771","2,517","2,340","2,174","2,069","1,729",n.a.,"9,591","10,091","10,329","6,739",n.a.,"5,297","5,379","5,173","4,705"
,ARG MANGUEIRAS LTDA, AV CAVALHEIRO JOSE FARINA 389 SALA B,BENTO GONCALVES,Brazil,4752,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,36,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ARGEVAL,3 RUE AMBROISE CROIZAT,ARGENTEUIL,France,3530,n.a.,4,4,4,3,2,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
37,ARIANEGROUP SAS,7 11 TOUR,PARIS,France,3030,n.a.,"1,841","1,238",0,0,0,0,0,0,n.a.,n.a.,"3,877",179,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
220,ARJOWIGGINS LE BOURRAY,LIEU DIT LE BOURRAY,ST MARS LA BRIERE,France,1712,n.a.,92,90,90,89,92,84,88,88,94,n.a.,266,260,262,n.a.,n.a.,n.a.,252,n.a.,n.a.
139,ARJOWIGGINS PAPIERS COUCHES,32 AVENUE PIERRE GRENIER,BOULOGNE BILLANCOURT,France,1712,n.a.,252,281,329,337,335,349,358,319,384,n.a.,898,847,"1,024",886,934,941,952,950,906
346,ARJOWIGGINS RIVES,ZONE ARTISANALE CHAMPFEUILLET,VOIRON,France,7211,n.a.,18,34,48,48,49,53,52,47,60,n.a.,39,122,178,183,182,n.a.,204,207,n.a.
208,ARJOWIGGINS SECURITY,32 AVENUE PIERRE GRENIER,BOULOGNE BILLANCOURT,France,1712,n.a.,102,173,212,204,211,214,179,172,156,n.a.,287,359,348,45,n.a.,52,n.a.,n.a.,295
25,ARKEMA FRANCE,420 RUE D ESTIENNE D ORVES,COLOMBES,France,2014,n.a.,"2,558","2,610","2,775","2,909","3,482","4,022","3,347","2,643","3,543",n.a.,"5,073","5,048","5,056","5,055","5,729","6,199",n.a.,"6,357","6,515"
167,ARLANXEO EMULSION RUBBER FRANCE SAS,RUE DU RIED,LA WANTZENAU,France,2017,n.a.,159,159,205,196,258,292,199,116,192,n.a.,286,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,322,334
,ARMAVIA AVIACOMPANY LLC,625 W STOCKER ST,GLENDALE,United States of America,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,ARMBRUSTER FRERES,68 RUE DU LOGELBACH,COLMAR,France,4621,n.a.,n.a.,n.a.,98,142,n.a.,n.a.,n.a.,n.a.,118,n.a.,n.a.,n.a.,119,119,n.a.,n.a.,n.a.,n.a.,n.a.
,ARMSTRONG BUILDING PRODUCTS,67 RUE DE SALINS,PONTARLIER,France,2399,n.a.,72,70,78,75,79,83,83,78,96,n.a.,n.a.,203,198,219,225,n.a.,242,253,n.a.
,ARTEMIS,12 RUE FRANCOIS 1ER,PARIS,France,6420,n.a.,n.a.,10,8,8,n.a.,7,7,8,9,n.a.,n.a.,1,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.
427,ARTOIS ENERGIES,37 AVENUE DE LATTRE DE TASSIGNY,ST ANDRE LEZ LILLE,France,3511,n.a.,5,6,7,8,8,9,8,8,9,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
106,ASCO INDUSTRIES,WEIVELDLAAN 2,ZAVENTEM,Belgium,3030,n.a.,401,386,273,265,248,209,192,205,217,n.a.,893,893,879,851,773,709,674,676,673
134,ASCOMETAL,IMMEUBLE,LA GARENNE COLOMBES,France,2410,n.a.,n.a.,n.a.,227,n.a.,739,"1,007",788,425,"1,118",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"2,370","2,566","2,751"
