,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
507.,PROCERAN SA,CARRETERA MONTORO-PUENTE GENIL (KM 85),AGUILAR DE LA FRONTERA,Spain,2332,n.a.,3,3,3,3,3,5,5,5,9,n.a.,27,22,25,34,43,55,51,58,73
869.,PROCESOS ECOLOGICOS VILCHES S.A.,"CALLE ENERGIA SOLAR (CAMPUS PALMAS ALTAS), 1",SEVILLA,Spain,2015,n.a.,n.a.,n.a.,n.a.,18,18,16,15,14,14,n.a.,n.a.,n.a.,n.a.,20,5,5,5,5,5
868.,PRODUCTOS CERAMICOS MORA SL,CARRETERA NACIONAL 401 MADRID TOLEDO (KM 38 400),ILLESCAS,Spain,2331,n.a.,0,0,0,0,1,1,1,1,3,n.a.,6,6,5,9,12,13,13,17,23
493.,PRODUCTOS TUBULARES SA,"CARRETERA NACIONAL 634 (BILBAO SANTANDER) (UGARTE-GALINDO), S/N",VALLE DE TRAPAGA-TRAPAGARAN,Spain,2420,n.a.,61,101,98,102,116,110,79,96,199,n.a.,438,446,441,440,443,440,445,460,448
153.,PROTEINAS Y DERIVADOS SL,"AVENIDA ACADEMIA GENERAL MILITAR, 52",ZARAGOZA,Spain,1013,n.a.,13,8,6,6,5,6,5,4,5,n.a.,16,7,6,7,7,6,5,6,6
912.,PUIGFEL SA,CARRETERA SANT CUGAT ((CERDANYOLA) KM 3),CERDANYOLA DEL VALLES,Spain,2332,n.a.,5,4,5,6,4,13,13,13,17,n.a.,33,36,33,36,41,43,44,48,55
528.,PULEVA FOOD SL,"CAMINO PURCHIL (GRANADA), 66",GRANADA,Spain,1051,n.a.,336,321,328,353,346,463,410,406,453,n.a.,655,645,633,681,703,995,977,"1,009","1,014"
964.,PUNTO FA SL,"CALLE DELS MERCADERS ((PG IND RIERA CALDES)), 9 - 11",PALAU-SOLITA I PLEGAMANS,Spain,4771,n.a.,"1,771","1,849","1,563","1,370","1,246","1,138",990,887,908,n.a.,"4,741","4,656","4,208","3,878","3,568","3,419","3,328","3,458","3,640"
977.,PURAC BIOQUIMICA SA,"CALLE GRAN VIAL, 19 -25",MONTMELO,Spain,2059,n.a.,105,122,109,87,88,90,76,74,72,n.a.,131,133,134,129,121,120,121,119,123
726.,QUIMICER SA,CARRETERA RIBESALBES (KM 5),ONDA,Spain,2012,n.a.,n.a.,30,30,33,33,34,35,29,42,n.a.,n.a.,178,168,179,179,190,190,192,201
571.,RAMON CLEMENTE SA,"CALLE REPUBLICA ARGENTINA, 15",EL MASNOU,Spain,2313,n.a.,17,15,16,15,15,18,17,13,19,n.a.,125,122,131,118,137,139,136,128,138
781.,"REALONDA, SA","AVENIDA DEL MEDITERRANI, 50",ONDA,Spain,2331,n.a.,16,17,17,17,16,15,14,12,15,n.a.,68,68,68,70,70,73,70,75,95
896.,RECYCLING GLASS SA,"POLIGONO INDUSTRIAL SERRANS, S/N",AIELO DE MALFERIT,Spain,2319,n.a.,n.a.,4,5,5,5,4,4,4,4,n.a.,n.a.,1,1,1,1,1,1,1,1
44.,REFRACTARIA SA,"AVENIDA BUENAVISTA, 13",SIERO,Spain,2320,n.a.,14,16,14,13,11,11,10,7,11,n.a.,91,96,94,82,82,83,87,81,81
1004.,REFRACTARIOS ANDALUCIA SL,"CARRETERA LLERENA (A GUADALCANAL), KM 5",GUADALCANAL,Spain,2320,n.a.,2,2,2,2,2,2,2,2,2,n.a.,14,14,16,16,18,18,15,16,17
35.,REFRACTARIOS CAMPO SL.,"LUGAR O CRUCEIRO, VILLALONGA",SANXENXO,Spain,2332,n.a.,6,7,2,3,3,3,3,3,2,n.a.,23,21,16,16,16,16,17,20,17
1009.,REFRATECHNIK IBERICA SA,"LUGAR CLOT DEL TORRENT, S/N",CASTELLET I LA GORNAL,Spain,2320,n.a.,34,35,42,37,33,36,26,36,36,n.a.,89,91,90,87,87,89,90,92,98
220.,RENAULT ESPANA SA,"AVENIDA MADRID, 72",VALLADOLID,Spain,2910,n.a.,"8,592","7,088","5,404","4,634","4,621","5,070","5,029","4,628","4,096",n.a.,"14,029","12,602","10,312","9,995","10,037","10,465","10,117","9,858","9,847"
433.,RENOVABLES SAMCA SA,CARRETERA CORTE DE PELEAS (KM 13),BADAJOZ,Spain,3511,n.a.,76,79,78,87,128,92,14,0,0,n.a.,74,69,65,67,62,15,15,11,8
496.,REPSOL PETROLEO SA,"CALLE MENDEZ ALVARO, 44",MADRID,Spain,1920,n.a.,"16,161","18,874","22,465","24,288","25,537","20,152","16,515","12,807","18,953",n.a.,"3,841","3,540","3,511","3,869","3,953","3,575","3,455","3,423","3,725"
212.,REPSOL QUIMICA SA,"CALLE MENDEZ ALVARO, 44",MADRID,Spain,2016,n.a.,"3,099","3,345","3,623","3,357","3,723","3,700","3,068","1,860","2,810",n.a.,"1,220","1,252","1,256","1,239","1,268","1,289","1,345","1,482","1,649"
776.,RHI REFRACTORIES ESPANA SL,"AVENIDA CONDE SANTA BARBARA, 12",SIERO,Spain,2320,n.a.,13,13,12,29,10,13,13,16,19,n.a.,52,54,55,57,59,62,67,82,84
352.,ROCA SANITARIO SA,"AVENIDA DIAGONAL, 513 BJ",BARCELONA,Spain,2342,n.a.,457,394,369,352,363,405,432,496,708,n.a.,"1,004",989,970,"1,133","1,467","1,490","2,084","2,084","2,390"
274.,ROCKWOOL PENINSULAR SA,"CARRETERA N- 121 (KM 53,5, PG IND CAPARROSO)",CAPARROSO,Spain,2399,n.a.,67,66,59,64,65,65,57,59,76,n.a.,201,209,211,212,218,192,189,162,219
786.,"ROLDAN, SA","CALLE SANTIAGO DE COMPOSTELA, 100 PLT 3",MADRID,Spain,2410,n.a.,181,220,219,191,247,224,284,169,352,n.a.,414,423,431,428,451,457,468,456,478
658.,ROQUETTE LAISA ESPANA SA,"AVENIDA JAUME I, S/N",BENIFAIO,Spain,1062,n.a.,239,229,226,250,229,234,177,181,215,n.a.,226,213,218,218,220,222,215,213,230
1037.,RUSTICOS LA MANCHA S.A.,"CARRETERA A-4 (KM 214,100)",SANTA CRUZ DE MUDELA,Spain,2332,n.a.,2,2,2,2,2,3,4,4,7,n.a.,23,22,19,19,21,22,24,24,36
299.,SA MINERA CATALANO ARAGONESA,"CARRETERA, 18",ARINO,Spain,0520,n.a.,783,864,820,808,941,947,778,648,722,n.a.,"2,922","3,405","2,836","2,999","2,887","3,175","3,266","3,298","3,772"
187.,SAICA FRANCE,15 AVENUE LEONARD DE VINCI,PESSAC,France,7010,n.a.,10,10,11,12,12,13,17,20,18,n.a.,32,34,42,41,47,45,47,34,32
877.,"SAINT GOBAIN CRISTALERIA, SL","CALLE PRINCIPE DE VERGARA, 132",MADRID,Spain,2311,n.a.,384,370,350,392,433,511,517,480,628,n.a.,824,860,990,"1,193","1,246","1,364","1,408","1,432","1,594"
949.,SAINT GOBAIN PLACO IBERICA SA,"CALLE PRINCIPE DE VERGARA, 132",MADRID,Spain,0811,n.a.,158,137,109,104,108,126,132,161,261,n.a.,476,482,475,489,572,599,663,721,838
159.,SAINT-GOBAIN PAM ESPANA SA,"CALLE LA PESETA, S/N",SANTANDER,Spain,2410,n.a.,74,91,105,72,70,71,128,154,213,n.a.,260,277,280,277,283,284,288,295,305
499.,"SALES MONZON, SA","CALLE BALDIRI REIXAC (ED TORRE I), 4 8, PLT 04, PTA A 7",BARCELONA,Spain,0893,n.a.,7,9,6,9,10,9,8,7,1,n.a.,7,7,7,7,7,7,7,7,5
156.,SAMPOL INGENIERIA Y OBRAS SA,"CALLE GREMI DE BONETERS (PG IND SON CASTELLO), 48",PALMA,Spain,4321,n.a.,96,91,85,94,82,112,106,94,104,n.a.,255,162,92,290,212,192,170,149,140
957.,SARRIO PAPELERA DE ALMAZAN SL.,"CARRETERA RUBI (KM 1,40. ED. FORUM), P. 2",SANT CUGAT DEL VALLES,Spain,1712,n.a.,21,23,31,34,34,39,39,36,38,n.a.,95,95,95,103,106,114,115,114,115
294.,SARVAL BIO-INDUSTRIES CENTRO SL,"CAMINO DE PAJARES, 21",ARGANDA,Spain,1091,n.a.,31,29,33,34,34,33,2,1,4,n.a.,84,99,96,97,89,87,6,20,29
65.,SARVAL BIO-INDUSTRIES NOROESTE SA.,"LUGAR SUEVOS SAN MARTINO, S/N",ARTEIXO,Spain,1061,n.a.,33,39,37,46,44,41,34,23,22,n.a.,83,67,96,69,66,65,61,61,52
918.,SCHOTT IBERICA SA,"CALLE PI I GIBERT, 1 25",SANT ADRIA DE BESOS,Spain,2319,n.a.,n.a.,n.a.,n.a.,23,23,22,22,21,29,n.a.,n.a.,n.a.,n.a.,128,118,118,123,130,139
491.,SEAT SA,"CARRETERA NACIONAL II (COMPLEJO SEAT AUTOVIA A-2), KM 585",MARTORELL,Spain,2910,n.a.,"9,023","8,805","8,007","6,927","6,500","5,636","5,073","4,493","5,184",n.a.,"13,955","12,671","12,444","11,491","11,440","10,880","10,310","10,549","11,010"
927.,SECANIM BIO-INDUSTRIES SA,"CALLE ENRIC GRANADOS, 8 18 P 2 PTA. G",GRANOLLERS,Spain,1091,n.a.,35,11,10,10,8,5,8,8,7,n.a.,217,67,81,80,57,62,56,52,36
849.,SERVIKER 1 SL,"CAMINO PRATS, S/N",ALCORA,Spain,2399,n.a.,n.a.,16,14,19,20,17,13,10,6,n.a.,n.a.,1,1,1,1,1,1,1,1
537.,SGL CARBON POLSKA S.A.,PIASTOWSKA 29,RACIBORZ,Poland,2399,n.a.,142,195,194,180,215,209,189,236,253,n.a.,n.a.,n.a.,n.a.,n.a.,875,856,807,899,977
833.,SIDERURGICA SEVILLANA SA,"CARRETERA A-92, KM 6",ALCALA DE GUADAIRA,Spain,2410,n.a.,246,285,328,337,356,345,259,220,352,n.a.,345,331,338,340,347,343,337,347,366
740.,SIERRAGRES SA,"POLIGONO INDUSTRIAL EL CANO I, S/N",ESPIEL,Spain,4120,n.a.,2,2,2,4,4,4,5,5,7,n.a.,28,28,39,38,38,55,54,54,70
232.,SILICIO SOLAR SOCIEDAD ANONIMA,"AVENIDA ROMA ((POL INDUSTRIAL LA NAVA I)), 1",PUERTOLLANO,Spain,2399,n.a.,n.a.,n.a.,n.a.,n.a.,1,71,71,46,43,n.a.,n.a.,n.a.,n.a.,n.a.,549,772,984,841,685
16.,SMALTICERAM ESPANA SA,"POLIGONO INDUSTRIAL SUR CATORCE, 44 PARC. 1 1",ONDA,Spain,2030,n.a.,26,20,19,19,15,17,14,9,9,n.a.,65,59,55,49,48,48,44,49,62
535.,SMURFIT KAPPA ESPANA SA,"CALLE CAMARMILLA, S/N",ALCALA DE HENARES,Spain,1721,n.a.,n.a.,251,236,229,229,226,190,181,228,n.a.,n.a.,842,828,834,830,785,812,816,879
6.,SMURFIT KAPPA NAVARRA SA,CARRETERA ZARAGOZA (KM 3),GALAR,Spain,1712,n.a.,n.a.,107,102,110,102,103,98,87,99,n.a.,n.a.,338,329,327,328,335,325,344,359
1024.,SMURFIT KAPPA NERVION SA,"BARRIO ARRIANDI, S/N",IURRETA,Spain,1712,n.a.,n.a.,119,126,126,130,126,114,96,103,n.a.,n.a.,232,229,232,226,235,235,256,247
544.,SNIACE S.A.,PLANTA 4,MADRID,Spain,1711,n.a.,14,1,3,42,130,151,133,118,139,n.a.,251,39,54,60,561,562,590,576,596
53.,SOCIEDAD ANONIMA DAMM,"CALLE ROSSELLO, 515",BARCELONA,Spain,1105,n.a.,"1,045",963,913,909,900,837,819,813,786,n.a.,"3,132","2,917","2,742","2,715","2,931","1,631","2,153","2,102","2,223"
823.,SOCIEDAD ANONIMA LLENSA,"CALLE CANAPOST, S/N",FORALLAC,Spain,2332,n.a.,1,1,1,1,1,1,1,1,3,n.a.,5,5,4,6,6,6,12,13,15
812.,SOCIEDAD ANONIMA SULQUISA,"CALLE PRAJE VALDEGUERRA, S/N",COLMENAR DE OREJA,Spain,0899,n.a.,36,41,37,46,43,41,40,37,39,n.a.,42,44,46,46,47,46,46,44,45
1039.,SOCIEDAD FINANCIERA Y MINERA SA,CARRETERA ALMERIA (KM 8),MALAGA,Spain,2351,n.a.,n.a.,94,102,93,99,125,133,163,203,n.a.,n.a.,350,348,351,361,389,399,412,413
92.,SOFIDEL SPAIN SL,"POLIGONO INDUSTRIAL (CL B), 16",BUNUEL,Spain,1722,n.a.,64,62,60,55,49,49,51,45,43,n.a.,155,146,135,132,129,134,136,130,134
689.,SOLVAY QUIMICA SLU,"AVENIDA ALBERTO I, S/N",TORRELAVEGA,Spain,2013,n.a.,n.a.,250,240,230,236,223,190,194,226,n.a.,n.a.,416,454,498,493,493,499,506,532
721.,SOLVAY SOLUTIONS ESPANA S.L.,"AVENIDA ESTACIO, 74",BLANES,Spain,7112,n.a.,n.a.,87,91,82,80,92,87,54,56,n.a.,n.a.,86,93,98,100,103,108,107,98
1005.,SONAE ARAUCO ESPANA-SOLUCIONES DE MADERA SL.,"RONDA DE PONIENTE (- PQ EMPRESARIAL EURONOVA), 6 - B",TRES CANTOS,Spain,1621,n.a.,152,145,152,154,192,199,195,182,257,n.a.,327,325,329,328,457,465,477,549,585
1031.,SORIGUE SA,"CALLE PEDRO I PONS, 9 11",BARCELONA,Spain,4211,n.a.,30,26,23,25,38,40,54,72,78,n.a.,129,124,120,124,135,135,148,168,170
903.,SWIFTAIR SA,"CALLE INGENIERO TORRES QUEVEDO (POL. INDUSTRIAL FIN DE SEMANA), 14",MADRID,Spain,5121,n.a.,140,136,135,128,120,134,138,123,135,n.a.,619,574,527,464,420,438,383,346,466
1033.,SYSFEED SL,"CALLE ENRIC GRANADOS, 8 18 2A G",GRANOLLERS,Spain,1041,n.a.,60,55,50,49,46,47,47,11,13,n.a.,125,106,125,117,122,139,139,44,45
413.,TABICESA SA,CARRETERA NACIONAL 430 (KM 120),VILLANUEVA DE LA SERENA,Spain,2332,n.a.,3,3,2,2,3,3,3,4,7,n.a.,19,19,19,23,27,28,28,30,47
385.,TAG AVIATION ESPANA SL,"LUGAR AEROPUERTO ADOLFO SUAREZ BARAJAS-MADRID, CENTRO",MADRID,Spain,5110,n.a.,48,50,60,57,55,52,50,40,41,n.a.,113,136,144,129,131,138,126,114,137
335.,TARBE SL,"URBANIZACION TAMBARRIA, S/N",ALFARO,Spain,2332,n.a.,n.a.,0,1,1,1,2,2,2,3,n.a.,n.a.,n.a.,3,9,11,21,25,24,27
137.,TECNICAS DE COGENERACION DEL GELSA SL,"POLIGONO INDUSTRIAL EL PORTAZGO, ED 60 BLQ A OF 3 (CRTA LOGRONO)",ZARAGOZA,Spain,4321,n.a.,n.a.,0,0,5,5,5,4,4,5,n.a.,n.a.,n.a.,2,3,3,3,2,2,2
513.,"TECNICERAMICA, SA","CARRETERA RIBESALBES, S/N",ALCORA,Spain,2331,n.a.,7,7,7,8,9,8,6,5,6,n.a.,36,36,36,39,39,40,42,37,45
871.,TECNIGRES SA,CARRETERA CV-16 (HECTOMETRO 4),SANT JOAN DE MORO,Spain,2331,n.a.,6,5,5,5,3,2,2,2,7,n.a.,25,25,26,33,31,33,32,35,36
480.,TEJALA SA,"CALLE ORIOL MARTORELL, 6",RUBI,Spain,2332,n.a.,3,3,3,2,2,2,2,2,2,n.a.,6,6,6,6,6,7,7,7,7
917.,TEJAR BALEAR SA,"CARRETERA MA-15, KM 41",PETRA,Spain,4613,n.a.,1,1,1,1,1,1,2,2,2,n.a.,n.a.,1,1,7,10,12,15,20,24
992.,TEJAS Y LADRILLOS DEL MEDITERRANEO SA,"CARRETERA PEDRALVA (CR LLIRIA-PEDRALVA KM 3,2)",LLIRIA,Spain,2332,n.a.,19,19,20,17,15,20,22,17,22,n.a.,135,119,119,120,140,155,153,122,200
623.,TEJERIA ITURRALDE SL,"CALLE VIRGEN DE LA CABEZA, S/N",TUDELA,Spain,2332,n.a.,n.a.,n.a.,n.a.,0,0,1,1,2,4,n.a.,n.a.,n.a.,n.a.,3,8,21,21,22,27
842.,TELEFONICA DE ESPANA SAU,"CALLE GRAN VIA, 28",MADRID,Spain,6110,n.a.,"8,407","7,748","7,723","8,227","8,866","9,890","10,601","11,270","11,801",n.a.,"19,526","21,874","21,796","22,608","24,343","27,732","28,121","28,249","28,374"
245.,TENDENCIAS CERAMICAS S.L.,"AVENIDA DE ESPANA (POL IND PONT), S/N",CABANES,Spain,2331,n.a.,n.a.,9,11,14,14,13,10,7,9,n.a.,n.a.,131,156,173,163,156,118,129,170
82.,TEREOS STARCH & SWEETENERS IBERIA SA.,"AVENIDA SALVADOR ALLENDE, 76 78",ZARAGOZA,Spain,1062,n.a.,121,122,126,137,80,135,98,79,68,n.a.,176,179,177,184,181,174,177,186,188
201.,TERRACOTA PAVIMENTOS DE GRES SA,"PARTIDA RAMONET, S/N",ALMAZORA,Spain,2331,n.a.,1,2,3,4,4,5,5,6,7,n.a.,24,36,40,40,42,46,48,47,53
172.,TERREAL ESPANA DE CERAMICAS SA,"CARRETERA C-66, KM. 17,930 (Y 16)",LA PERA,Spain,2332,n.a.,8,8,7,9,10,19,19,21,29,n.a.,30,30,30,42,104,119,131,130,139
182.,TEULERIA ALMENAR SA,CARRETERA VALL D'ARAN ((NACIONAL 230) KM 20),ALMENAR,Spain,2332,n.a.,1,1,1,1,1,1,2,4,11,n.a.,14,9,11,11,18,27,35,50,81
59.,TEULERIA LES FORQUES SL,"CAMINO VELL DE LLEIDA, S/N",ALCOLETGE,Spain,2332,n.a.,0,0,0,0,0,0,1,1,4,n.a.,1,1,1,1,1,3,5,9,17
593.,THYSSENKRUPP GALMED SA,"CARRETERA ACCESO A PLANTA IV, KM 3,9",SAGUNTO/SAGUNT,Spain,2561,n.a.,0,n.a.,1,31,42,58,55,32,52,n.a.,70,5,28,162,163,149,127,124,116
175.,"TIERRA ATOMIZADA, SA","PARTIDA FOYES FERRAES, S/N",ALCORA,Spain,2399,n.a.,n.a.,n.a.,92,89,72,73,64,63,80,n.a.,n.a.,n.a.,130,117,139,155,168,171,178
508.,"TODAGRES, SA",CARRETERA ONDA (KM 5),VILA-REAL,Spain,2331,n.a.,27,23,24,22,27,33,27,19,25,n.a.,175,178,171,175,187,222,205,185,224
46.,"TOLSA, SOCIEDAD ANONIMA","CALLE NUNEZ DE BALBOA, 51",MADRID,Spain,0812,n.a.,164,165,165,162,159,156,157,151,168,n.a.,636,622,626,661,681,721,714,721,745
253.,TORRASPAPEL SA,"CALLE DE HIPATIA (ZONA INDUSTRIAL EL LOMO), 4",GETAFE,Spain,1712,n.a.,768,788,745,774,814,824,808,647,770,n.a.,"1,898","1,986","2,158","1,804","1,869","1,909","1,928","1,959","2,255"
802.,TORRECID SOCIEDAD ANONIMA,"PARTIDA TORRETA (CR CASTELLON - APTDO CORREOS 18), S/N",ALCORA,Spain,2030,n.a.,369,369,361,362,349,343,266,216,291,n.a.,"2,006","1,848","1,697","1,492","1,327","1,167","1,039","1,153","1,293"
273.,TORRES PADILLA SL,"CARRETERA BAILEN-MOTRIL, 23",BAILEN,Spain,2332,n.a.,1,1,1,1,1,1,1,1,3,n.a.,10,9,7,6,8,10,12,20,15
256.,TRACTAMENT METROPOLITA DE FANGS SL,"RAMBLA PRIM (INTERIOR EDAR BESOS), S/N",BARCELONA,Spain,3700,n.a.,n.a.,17,16,30,34,32,31,25,22,n.a.,n.a.,31,31,32,33,34,35,34,31
662.,TRACTAMENTS DE JUNEDA SA,"CAMINO ARBECA (DE JUNEDA A), S/N",JUNEDA,Spain,3511,n.a.,0,0,2,18,22,20,18,19,17,n.a.,n.a.,n.a.,19,32,44,44,44,44,47
793.,TRANSFORMACIONES AGRICOLAS DE BADAJOZ SA,"CARRETERA ENTRERRIOS, S/N APARTADO DE CORREOS 59",VILLANUEVA DE LA SERENA,Spain,1039,n.a.,55,59,49,39,36,39,52,49,47,n.a.,132,66,58,57,69,72,34,58,40
378.,TUCCITANA DE CONTRATAS SA,"CALLE BAILEN, 7 PG INDUSTRIAL",MARTOS,Spain,0812,n.a.,3,5,3,2,1,2,2,2,3,n.a.,4,5,6,5,4,5,5,6,6
664.,UBE CORPORATION EUROPE SA,"POLIGONO INDUSTRIAL SERRALLO, S/N",CASTELLON,Spain,2014,n.a.,371,356,377,414,98,395,352,260,335,n.a.,475,421,390,377,367,359,338,329,330
317.,UNDEFASA SA,"CARRETERA RIBESALBES ((APDO DE CORREOS 30)), S/N",ALCORA,Spain,2331,n.a.,14,13,13,11,11,11,13,14,24,n.a.,74,74,77,78,86,94,96,105,141
649.,UNILEVER FOODS INDUSTRIAL ESPANA SL,"CALLE FELIPE DEL RIO, 14",LEIOA,Spain,1089,n.a.,35,33,35,37,36,42,41,37,34,n.a.,257,232,247,283,327,328,357,348,362
310.,"UNION DE EMPRESAS MADERERAS, SOCIEDAD ANONIMA","CALLE PERIODISTA ENRIQUE MARINAS ROMERO, 36 4",A CORUNA,Spain,1621,n.a.,29,30,24,34,41,37,27,27,34,n.a.,83,94,95,100,99,99,99,89,93
177.,UNION ELECTRICA DE CANARIAS GENERACION SA,"CALLE ALBAREDA (PLAZA WOERMANN), 38",LAS PALMAS DE GRAN CANARIA,Canary Islands (Spain),3511,n.a.,"1,038","1,208","1,588","1,607","1,925","1,774","1,478","1,272","1,622",n.a.,601,603,598,602,603,617,638,635,629
370.,UNION INDUSTRIAL PAPELERA SA,"CALLE PAS BLAU, S/N",LA POBLA DE CLARAMUNT,Spain,1712,n.a.,104,109,106,104,93,103,83,62,78,n.a.,87,91,89,88,92,95,97,97,98
657.,UNIVERSAL CERAMICA SL,"CARRETERA DE ONDA (KM 1), S/N",ALCORA,Spain,2331,n.a.,8,7,7,7,7,6,6,6,10,n.a.,47,46,49,45,45,42,42,48,59
40.,"URSA IBERICA AISLANTES, SA","PASEO RECOLETOS, 3 - 4A PLT",MADRID,Spain,2314,n.a.,n.a.,66,57,55,54,51,53,50,68,n.a.,n.a.,172,169,172,180,182,178,187,208
532.,VERALLIA SPAIN S.A.,"CALLE PRINCIPE DE VERGARA, 132",MADRID,Spain,2313,n.a.,329,320,315,299,327,291,288,282,307,n.a.,"1,080","1,103","1,125","1,020","1,031",943,955,966,"1,126"
27.,VERESCENCE LA GRANJA SL.,"PASEO POCILLO, S/N",SAN ILDEFONSO O LA GRANJA,Spain,2313,n.a.,67,80,65,82,67,70,71,65,79,n.a.,413,406,365,360,387,377,376,376,377
675.,"VERNIS, SA","AVENIDA MANUEL ESCOBEDO, 18",ONDA,Spain,2030,n.a.,21,19,20,17,18,16,16,14,19,n.a.,67,64,63,63,65,65,62,63,68
267.,"VIDRIERAS CANARIAS, SA","CALLE FISICO ((PG IND SALINETAS)), 6",TELDE,Canary Islands (Spain),2313,n.a.,n.a.,30,29,23,26,26,22,19,21,n.a.,n.a.,91,90,89,88,87,87,91,97
872.,VIDRIERIA Y CRISTALERIA DE LAMIACO SOCIEDAD ANONIMA,"AVENIDA AUTONOMIA, 12",LEIOA,Spain,2313,n.a.,n.a.,33,31,45,41,46,54,46,58,n.a.,n.a.,290,309,310,314,349,396,371,432
650.,VIDRIERIAS MASIP SA,"AVENIDA SANT FERRAN (POL IND ALMEDA), 2",CORNELLA DE LLOBREGAT,Spain,2313,n.a.,0,0,3,5,6,7,6,7,7,n.a.,1,1,54,60,72,78,69,67,69
441.,VIESGO GENERACION SL.,"CALLE ISABEL TORRES, 25",SANTANDER,Spain,3511,n.a.,909,"1,219","1,305",923,"1,048","1,060",790,"1,061",793,n.a.,378,392,438,500,574,614,621,622,547
110.,VIM AIRLINES,UL. NOVOKHOKHLOVSKAYA D.23 STR.1,MOSCOW,Russian Federation,5110,n.a.,269,157,185,208,218,219,180,106,232,n.a.,"1,310","1,299","1,308","1,297","1,283","1,292","1,281","1,270","1,267"
428.,VISCOFAN SA,"POLIGONO INDUSTRIAL BERROA, 4 PLANTA",TAJONAR,Spain,1089,n.a.,744,748,692,772,758,676,643,591,558,n.a.,"4,541","4,342","4,182","4,340","4,083","3,905","3,776","3,976","4,085"
586.,VOLKSWAGEN NAVARRA SA,"POLIGONO LANDABEN INDUSTRIALDEA (CL B), S/N",PAMPLONA/IRUNA,Spain,2910,n.a.,"2,930","2,991","2,927","2,642","2,632","3,255","3,072","2,195","2,225",n.a.,"4,508","4,457","4,493","4,390","4,533","5,555","4,927","4,579","4,174"
442.,"VUELING AIRLINES, S.A.","PARQUE DE NEGOCIOS MAS BLAU II, PLA DE L'ESTANY",BARCELONA,Spain,5110,n.a.,n.a.,"1,946","1,709","1,403","1,102",863,796,603,448,n.a.,n.a.,"2,637","2,390","1,752","1,774","1,389","1,318","1,150","1,201"
549.,WAMOS AIR SA,"CALLE MAHONIA (ED PORTICO), 2 PLANTA 6",MADRID,Spain,5110,n.a.,140,122,80,112,146,102,82,72,104,n.a.,405,305,240,225,157,177,209,163,159
