Country,Account Type,Account Holder Name,Main Address Line,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Italy,Operator Holding Account,A2A CALORE & SERVIZI S.R.L.,"Via Lamarmora, 230",Brescia,6960,6960,6960,5681,23423,23423,23423,23423,9267,8294,7346,6427,2769,2338,1921,1520,9647,6456,5871,7468,11118,14038,8954,10383,6772,4207,6021,4074,,,,,9647,6456,5871,7468,11118,14038,8954,10383,6772,4207,6021,4074,,,,
Italy,Operator Holding Account,A2A CALORE & SERVIZI S.R.L.,"Via Lamarmora, 230",Brescia,,,,9716,9716,9716,9716,9716,5428,4858,4303,3767,3247,2744,2257,1788,,,93,2066,5346,11750,24349,33649,39628,36901,40012,37052,,,,,,,93,2066,5346,11750,24349,33649,39628,36901,40012,37052,,,,
Italy,Operator Holding Account,A2A CALORE & SERVIZI S.R.L.,"Via Lamarmora, 230",Brescia,,,,0,0,0,0,0,2452,2195,0,0,0,0,0,0,,,,,,,1731,2582,1921,249,681,956,,,,,,,,,,,1731,2582,1921,249,681,956,,,,
Italy,Operator Holding Account,A2A CALORE & SERVIZI S.R.L.,"Via Lamarmora, 230",Brescia,,,,0,5851,6050,6050,6050,2905,2599,2302,2015,1736,1466,1204,952,,,,0,2731,2847,2646,2878,3411,2641,3629,3380,,,,,,,,,2731,2847,2646,2878,3411,2641,3629,3380,,,,
Italy,Operator Holding Account,A2A CALORE & SERVIZI S.R.L.,"Via Lamarmora, 230",Brescia,,,,0,4901,5067,5067,5067,4757,4257,3770,3299,2842,2399,1971,1560,,,,0,2949,4610,4056,4279,4856,4597,3926,4175,,,,,,,,,2949,4610,4056,4279,4856,4597,3926,4175,,,,
Italy,Operator Holding Account,A2A CALORE & SERVIZI S.R.L.,"Via Lamarmora, 230",Brescia,,,,,,,,,,,,,,,,,,,,,,,,0,461,673,770,1622,,,,,,,,,,,,,461,673,770,1622,,,,
Italy,Operator Holding Account,A2A CALORE & SERVIZI S.R.L.,"Via Lamarmora, 230",Brescia,,,,,,,,,,,,,,,,,,,,,,,,19,40,8,11,148,,,,,,,,,,,,19,40,8,11,148,,,,
Italy,Operator Holding Account,A2A CALORE & SERVIZI S.R.L.,"Via Lamarmora, 230",Brescia,,,,,,,,,,644,2766,2421,2087,1763,1451,1149,,,,,,,,,,1732,4965,4684,,,,,,,,,,,,,,1732,4965,4684,,,,
Italy,Operator Holding Account,A2A ENERGIEFUTURE S.P.A.,"Corso di Porta Vittoria, 4",Milano,2617896,2244933,2244933,2295356,1893440,1573566,1417777,1261988,0,0,0,0,0,0,0,0,2697269,3356077,2992889,2340206,1960762,1717948,1482597,2070271,1999525,1775661,2037302,2145154,,,,,,6053346,2992889,2340206,1960762,1717948,1482597,2070271,1999525,1775661,2037302,2145154,,,,
Italy,Operator Holding Account,A2A ENERGIEFUTURE S.P.A.,"Corso di Porta Vittoria, 4",Milano,3207262,3174821,3174821,1330374,1253454,1179506,1111502,1043497,0,0,0,0,0,0,0,0,960237,2681989,2925173,2796843,1560010,1285775,1323134,777959,567,307,399,3,,,,,,3642226,2925173,2796843,1560010,1285775,1323134,777959,567,307,399,3,,,,
Italy,Operator Holding Account,A2A ENERGIEFUTURE S.P.A.,"Corso di Porta Vittoria, 4",Milano,2715155,1357578,1357578,3019107,1811464,905732,603821,301911,0,0,0,0,0,0,0,0,3595975,3211772,3341721,3066166,3317150,1725922,1568349,991015,1235924,1269134,2004529,1142812,,,,,,3595975,2957518,3066166,3317150,1725922,1568349,991015,1235924,1269134,2004529,1142812,,,,
Italy,Operator Holding Account,A2A GENCOGAS S.P.A.,"Corso di Porta Vittoria, 4",Milano,1457559,1302969,1214632,1866369,1773050,1698396,1605077,1530423,4094,3664,3246,2842,2449,2070,1703,1348,1147005,1771364,1762390,1507822,1186342,1056370,968981,559260,327923,295452,258973,324961,,,,,,2918369,1762390,1507822,1186342,1056370,968981,559260,327923,295452,258973,324961,,,,
Italy,Operator Holding Account,A2A GENCOGAS S.P.A.,"Corso di Porta Vittoria, 4",Milano,1075581,923062,863781,731815,695224,665951,629361,600088,0,0,0,0,0,0,0,0,793773,844684,633271,640735,485957,343558,344159,236471,167452,88826,159330,13614,,,,,,1638457,633271,640735,485957,343558,344159,236471,167452,88826,159330,13614,,,,
Italy,Operator Holding Account,A2A GENCOGAS S.P.A.,"Corso di Porta Vittoria, 4",Milano,,,,338417,1276248,1370908,1302363,1233817,0,0,0,0,0,0,0,0,,,,338761,836216,446529,432548,344316,112601,129832,260824,419518,,,,,,,,338761,836216,446529,432548,344316,112601,129832,260824,419518,,,,
Italy,Operator Holding Account,A2A GENCOGAS S.P.A.,"Corso di Porta Vittoria, 4",Milano,3128486,2643415,2476962,2197746,2087859,1999949,1890062,1802152,0,0,0,0,0,0,0,0,2298183,2327509,1868649,1742288,1052766,1170548,792428,558928,457599,225769,394739,354127,,,,,,4625692,1868649,1742288,1052766,1170548,792428,558928,457599,225769,394739,354127,,,,
Italy,Operator Holding Account,A2A GENCOGAS S.P.A.,"Corso di Porta Vittoria, 4",Milano,361521,172549,172549,1548167,1470758,1408832,1331423,1269497,3034,2715,1203,1053,1814,1533,1261,999,689595,1209335,1211943,1147858,993406,906520,754861,650103,334104,263544,428956,312931,,,,,,1898930,1211943,1147858,993406,906520,754861,650103,334104,263544,428956,312931,,,,
Italy,Operator Holding Account,A2A GENCOGAS S.P.A.,"Corso di Porta Vittoria, 4",Milano,2372753,2455182,2288729,2038877,1936933,1855378,1753434,1671879,0,0,0,0,0,0,0,0,2049460,2098170,2075283,1827635,1150904,886531,924561,756872,227645,1,144273,365829,,,,,,4147630,2075283,1827635,1150904,886531,924561,756872,227645,1,144273,365829,,,,
Italy,Operator Holding Account,A2L ENERGY S.R.L.,Via Borsellino e Falcone 31,Novate Milanese,,,,,,,,,,,,,,,,,,,,,,,,,,,188,23417,,,,,,,,,,,,,,,188,23417,,,,
Italy,Operator Holding Account,AB MAURI ITALY S.P.A.,"Via Milano, 42",Casteggio (PV),62031,62031,62031,66212,66212,66212,66212,66212,31182,29464,33331,32717,32098,31472,30838,30202,61396,61433,60819,59972,57622,52920,52932,48154,48564,42593,44247,42893,,,,,,122829,60819,59972,57622,52920,52932,48154,48564,42593,44247,42893,,,,
Italy,Aircraft Operator Account,Abberton Limited,"Jubilee Buildings, Victoria Street",Douglas,,,,,,,,,,,,,,,,,,,,,,,,228,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,228,,,,,,,,
Italy,Operator Holding Account,ABBVIE S.R.L.,"SR 148 Pontina km 52,00",Campoverde di Aprilia (LT),16936,16936,16936,41593,42718,42718,42718,42718,14155,13909,13660,13409,13155,12898,12639,12378,16463,21843,23812,25106,25456,26583,26888,27259,28184,28084,28991,26060,,,,,16463,21843,23812,25106,25456,26583,26888,27259,28184,28084,28991,26060,,,,
Italy,Operator Holding Account,ABET LAMINATI S.P.A.,"VIALE INDUSTRIA, 21",BRA,13644,13644,13644,17140,17140,17140,17140,17140,10025,8971,7946,6952,5989,5057,4155,3288,13251,14375,15828,16715,16924,20009,18377,18524,18700,13158,14555,14579,,,,,,27626,15828,16715,16924,20009,18377,18524,18700,13158,14555,14579,,,,
Italy,Operator Holding Account,ABET LAMINATI S.P.A.,"VIALE INDUSTRIA, 21",BRA,16188,16188,16188,17264,17264,17264,17264,17264,9478,8482,7513,6574,5663,4781,3929,3108,15859,16148,14474,13718,11099,12493,11568,11219,11130,11206,11880,12463,,,,,,32007,14474,13718,11099,12493,11568,11219,11130,11206,11880,12463,,,,
Italy,Operator Holding Account,Acciai Speciali Terni S.p.A. con Unico Socio,"Viale B. Brin, 218",Terni (TR),19810,19810,19810,21146,21146,0,0,0,,,,,,,,,17976,19417,10089,6,0,0,0,0,,,,,,,,,,37393,10089,6,,,,,,,,,,,,
Italy,Operator Holding Account,Acciai Speciali Terni S.p.A. con Unico Socio,"Viale B. Brin, 218",Terni (TR),103312,103312,103312,376594,376594,376594,376594,421533,358161,351792,345352,338854,332294,325673,318980,312269,92086,99400,96632,301128,250119,279764,294791,302364,358616,309898,326361,337865,,,,,,191486,96632,301128,250119,279764,294791,302364,358616,309898,326361,337865,,,,
Italy,Operator Holding Account,Acciai Speciali Terni S.p.A. con Unico Socio,"Viale B. Brin, 218",Terni (TR),,,,,,,,,31078,27812,37489,36800,36102,35398,34686,33970,,,,,,,,,24126,22773,22967,20494,,,,,,,,,,,,,24126,22773,22967,20494,,,,
Italy,Operator Holding Account,Acciaieria Arvedi S.p.A.,"Acquaviva, 18",CREMONA,35100,35100,35100,94610,131888,173690,188819,188819,284577,279635,274634,269580,264473,259316,254095,248855,29647,32796,34990,89947,110548,203733,224518,230317,336200,309234,341730,373983,,,,,,62443,34990,89947,110548,203733,224518,230317,336200,309234,341730,373983,,,,
Italy,Operator Holding Account,Acciaieria Arvedi S.p.A.,"Acquaviva, 18",CREMONA,645197,645197,645197,606961,606961,606961,606961,606961,689392,677418,388573,653062,640690,628196,615546,602853,188281,269070,317833,375827,208391,286350,256866,197325,280774,130072,427778,947497,,,,,,457351,317833,375827,208391,286350,256866,197325,280774,130072,427778,947497,,,,
Italy,Operator Holding Account,ACCIAIERIE BERTOLI SAFAU S.P.A.,Via Buttrio 28,Pozzuolo del Friuli (UD),92275,92275,92275,182910,186611,186611,186611,186611,178837,175731,172588,169412,166203,162962,159681,156387,88103,83248,103252,212803,93349,192196,223885,188511,228531,216985,211250,232072,,,,,,171351,103252,212803,93349,192196,223885,188511,228531,216985,211250,232072,,,,
Italy,Operator Holding Account,ACCIAIERIE DI CALVISANO S.P.A.,"VIA KENNEDY, 101/A",CALVISANO -BS,31662,31662,31662,33808,33808,33808,33808,33808,27709,13614,13371,26249,25752,25250,24741,24231,25855,26526,25602,31659,26842,30163,24177,20685,10660,10305,16991,18403,,,,,,52381,25602,31659,26842,30163,24177,20685,10660,10305,16991,18403,,,,
Italy,Operator Holding Account,ACCIAIERIE DI SICILIA S.P.A.,"STRADALE PASSO CAVALIERE, 1/A",CATANIA,11489,11489,11489,28804,28804,28804,28804,28804,37133,36488,35835,35176,34510,33836,33155,32472,20506,16822,18163,39413,31476,28570,32012,29925,25758,21733,21134,22992,,,,,,37328,18163,39413,31476,28570,32012,29925,25758,21733,21134,23075,,,,
Italy,Operator Holding Account,ACCIAIERIE DI VERONA S.P.A.,Zona Industriale Rivoli snc,OSOPPO (UD),64533,64533,64533,132084,132084,132084,132084,132084,134121,131791,94380,63527,90888,89116,87321,85521,56532,65890,57464,105100,102836,98536,101873,95935,82994,66052,44875,78280,,,,,56532,65890,57464,105100,102836,98536,101873,95935,82994,66052,44875,78280,,,,
Italy,Operator Holding Account,Acciaierie e Ferriere di Piombino (AFERPI) S.p.A.,"Largo Caduti sul Lavoro, 21",Piombino (Livorno),1546151,1546151,1546151,1874725,1874725,1874725,1874725,1874725,2620098,2574589,724209,104810,51412,50410,49395,48376,1089368,1306888,1306305,1279470,910575,1062421,997888,956474,941476,256335,55603,50295,,,,,,2396256,1306305,1279470,910575,1062421,997888,956474,941476,256335,55603,50295,,,,
Italy,Operator Holding Account,ACCIAIERIE VALBRUNA S.P.A.,"A. Volta, 4",BOLZANO,8193,8193,8193,32576,32576,32576,32576,32576,29934,21912,28887,28355,23090,22639,22184,21726,7532,7789,6877,28321,11504,18923,28041,23850,22926,28654,28595,26930,,,,,7532,7789,6877,28321,11504,18923,28041,23850,22926,28654,28595,26930,,,,
Italy,Operator Holding Account,ACCIAIERIE VALBRUNA S.P.A.,"A. Volta, 4",BOLZANO,9129,9129,9129,49773,49773,49773,49773,49773,45909,45111,44304,43489,42665,41834,40991,40145,11873,10877,8351,46200,39262,50631,53663,52160,54896,54346,50625,50783,,,,,,22750,8351,46200,39262,50631,53663,52160,54896,54346,50625,50783,,,,
Italy,Operator Holding Account,ACCIAIERIE VENETE S.P.A.,"RIVIERA FRANCIA, 9/11",PADOVA,48848,48848,48848,54129,54129,54129,54129,54129,50280,49406,48523,47630,46728,45817,44894,43968,36147,35244,35337,51566,30974,46305,57270,50899,52963,51828,56621,56820,,,,,36147,35244,35337,51566,30974,46305,57270,50899,52963,51828,56621,56820,,,,
Italy,Operator Holding Account,ACCIAIERIE VENETE S.P.A.,"RIVIERA FRANCIA, 9/11",PADOVA,55186,55186,55186,83424,83424,83424,83424,83424,71156,69919,68670,67406,66129,64840,63534,62224,57070,56098,48488,78957,42188,72967,81109,69937,87268,89566,95119,92956,,,,,57070,56098,48488,78957,42188,72967,81109,69937,87268,89566,95119,92956,,,,
Italy,Operator Holding Account,ACCIAIERIE VENETE S.P.A.,"RIVIERA FRANCIA, 9/11",PADOVA,,,,,,,,,18186,17870,17551,17227,16902,16572,16238,15903,,,,,,,,,21755,19948,20098,22107,,,,,,,,,,,,,21755,19948,20098,22107,,,,
Italy,Operator Holding Account,ACCIAIERIE VENETE S.P.A.,"RIVIERA FRANCIA, 9/11",PADOVA,,,,,,,,,17595,17289,16980,16668,16352,16033,15710,15386,,,,,,,,,16179,15909,15001,15359,,,,,,,,,,,,,16179,15909,15001,15359,,,,
Italy,Operator Holding Account,ACCIAIERIE VENETE S.P.A.,"RIVIERA FRANCIA, 9/11",PADOVA,,,,,,,,,11958,11751,11540,11329,11113,10897,10677,10458,,,,,,,,,13470,15354,14742,13732,,,,,,,,,,,,,13470,15354,14742,13732,,,,
Italy,Operator Holding Account,ACEA AMBIENTE S.R.L.,"Via Giordano Bruno n,7",TERNI,,,,,,,,,,,,,,,,,,,,,,,,2140,97320,127727,122690,112858,,,,,,,,,,,,2140,97320,127727,122690,112858,,,,
Italy,Operator Holding Account,ACEA AMBIENTE S.R.L.,"Via Giordano Bruno n,7",TERNI,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Italy,Operator Holding Account,ACEA PRODUZIONE S.P.A.,Piazzale Ostiense 2,Roma,17112,17112,17112,6089,3653,1827,1218,609,0,0,0,0,0,0,0,0,10720,21789,19207,9345,3095,2878,4761,1987,1357,121,1971,1297,,,,,10720,21789,19207,9345,3095,2878,4761,1987,1357,121,1971,1297,,,,
Italy,Operator Holding Account,ACEA PRODUZIONE S.P.A.,Piazzale Ostiense 2,Roma,321265,292392,275892,235788,235788,235788,235788,235788,13502,11060,9105,7969,6869,5805,4775,3782,295636,241419,196020,153552,105737,87989,26122,23377,31946,23722,24405,24379,,,,,295636,241419,196020,153552,105737,87989,26122,23377,31946,23722,24405,24379,,,,
Italy,Operator Holding Account,ACEGASAPSAMGA S.P.A.,via del Teatro 5,Trieste,,,,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,Operator Holding Account,ACETATI SPA,"VIALE AZARI, 110",VERBANIA,96478,96478,96478,102846,102846,102846,102846,0,,,,,,,,,90947,93346,88572,69314,68616,77881,3576,0,,,,,,,,,,184293,88572,69314,68616,81457,,,,,,,,,,
Italy,Operator Holding Account,ACQUA MINERALE SAN BENEDETTO S.P.A.,"Viale Kennedy, 65",Scorzè (Venezia),,,,9172,9172,9172,9172,9172,,,,,,,,,,4811,8870,8560,8346,8816,9770,9839,Excluded,Excluded,Excluded,Excluded,,,,,,4811,8870,8560,8346,8816,9770,9839,,,,,,,,
Italy,Operator Holding Account,ACQUI ENERGIA S.P.A.,Via Vivaro 2,Alba,,,,,,0,0,11974,,,,,,,,,,,,,,5963,7904,8760,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,5963,7904,8760,,,,,,,,
Italy,Operator Holding Account,ACSM-AGAM S.P.A.,"Via Canova, 3",Monza,,,,,,0,0,0,4958,4436,3930,3441,2965,2506,2062,1633,,,,,,5138,15673,18145,17767,14773,15470,15903,,,,,,,,,,5138,15673,18145,17767,14773,15470,15903,,,,
Italy,Operator Holding Account,ADDA ONDULATI SOCIETA' PER AZIONI,"REPUBBLICA, 6",ANNONE DI BRIANZA,6266,6266,6266,6247,6247,6247,6247,6247,6985,6864,6740,6617,6491,6364,6236,6108,6645,6839,6800,7150,3990,7401,7012,7303,7612,7087,7183,7002,,,,,,13484,6800,7150,3990,7401,7012,7303,7612,7087,7183,7002,,,,
Italy,Operator Holding Account,ADRIA POWER S.R.L.,Via Granarolo 175/3,Faenza (RA),,,,0,0,0,,,,,,,,,,,,,,0,68,0,0,,,,,,,,,,,,,,68,,,,,,,,,,,
Italy,Operator Holding Account,AEM GESTIONI SRL,"viale Trento e Trieste, 38",CREMONA,2122,2122,2122,1732,1732,1732,1732,1732,,,,,,,,,3543,2686,2967,4534,4071,2645,1470,2350,Excluded,Excluded,Excluded,Excluded,,,,,,6229,2967,4534,4071,2645,1470,2350,,,,,,,,
Italy,Operator Holding Account,AEM GESTIONI SRL,"viale Trento e Trieste, 38",CREMONA,3303,3303,3303,,,,,,,,,,,,,,2714,915,685,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,3629,685,,,,,,,,,,,,,
Italy,Operator Holding Account,AEROPORTI DI ROMA S.P.A IN FORMA ABBREVIATA ADR S.P.A,"dell’Aeroporto di Fiumicino, 320",FIUMICINO,14728,14728,14728,21157,21157,21157,21157,21157,5028,2250,1471,1287,0,0,0,0,14695,13899,15091,14387,8541,6157,5721,3075,2986,2241,2390,825,,,,,,28594,15091,14387,8541,6157,5721,3075,2986,2241,2390,825,,,,
Italy,Operator Holding Account,AFL S.P.A.,"VIA RUBINI, 44",DONGO,8997,8997,8997,,,,,,,,,,,,,,,,0,,Not Reported,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,Operator Holding Account,AFV ACCIAIERIE BELTRAME S.P.A.,"VIALE DELLA SCIENZA, 81",VICENZA,42987,42987,42987,72389,72389,72389,72389,72389,29772,8399,8249,16194,15887,15577,15264,14949,33283,46916,42500,72172,45075,29255,29604,26389,4841,6770,10342,9337,,,,,,80199,42500,72172,45075,29255,29604,26389,4841,6770,10342,9337,,,,
Italy,Operator Holding Account,AFV ACCIAIERIE BELTRAME S.P.A.,"VIALE DELLA SCIENZA, 81",VICENZA,57953,57953,57953,90693,90693,90693,90693,90693,100444,98699,96934,95150,93348,91528,89685,87835,72867,85645,70877,104730,86827,93481,115831,99610,91221,92347,94854,101902,,,,,,158512,70877,104730,86827,93481,115831,99610,91221,92347,94854,101902,,,,
Italy,Operator Holding Account,AFV ACCIAIERIE BELTRAME S.P.A.,"VIALE DELLA SCIENZA, 81",VICENZA,,,,,,,,,163,160,157,4190,4112,4032,3950,3869,,,,,,,,,1346,1602,3465,3649,,,,,,,,,,,,,1346,1602,3465,3649,,,,
Italy,Operator Holding Account,AGC FLAT GLASS ITALIA S.R.L.,Via Genova 31,Cuneo,108028,108028,108028,114792,114792,114792,114792,114792,88949,87294,85624,83942,82246,80539,78816,77092,121220,119347,121735,123339,118890,119096,114997,112746,115729,122453,119906,127067,,,,,,240567,121735,123339,118890,119096,114997,112746,115729,122453,119906,127067,,,,
Italy,Operator Holding Account,AGC FLAT GLASS ITALIA S.R.L.,Via Genova 31,Cuneo,90183,90183,90183,90095,90095,90095,90095,90095,,,,,,,,,92249,94580,95430,91731,84627,86529,90116,18420,,,,,,,,,,186829,95430,91731,84627,86529,90116,18420,,,,,,,,
Italy,Operator Holding Account,AGRICOLA INDUSTRIALE DELLA FAELLA SPA,"E. DEL NICOLA, 29/A",REGGELLO,10943,10943,10943,14658,14658,14658,14658,14658,,,,,,,,,13217,11269,10971,10251,10628,9092,9218,4790,Excluded,Excluded,Excluded,Excluded,,,,,,26941,10971,10251,10628,9092,9218,3691,1099,,,,,,,
Italy,Operator Holding Account,AGRICOLA TRE VALLI - SOCIETA' COOPERATIVA,"Via Valpantena, 18/G",VERONA,15639,15639,15639,16728,16728,16728,16728,16728,18594,16991,15427,13909,12436,11006,9620,8283,18493,18374,19945,19862,17680,18544,19648,19761,20283,21137,21655,22543,,,,,,36867,19945,19862,17680,18544,19648,19761,20283,21137,21655,22543,,,,
Italy,Operator Holding Account,AGRICOLA TRE VALLI - SOCIETA' COOPERATIVA,"Via Valpantena, 18/G",VERONA,,,,0,11903,14387,14387,14387,6707,6225,5754,5295,4847,4414,3992,3583,,,,0,5290,6647,5575,6422,7732,8468,8620,9065,,,,,,,,,5290,6647,5575,6422,7732,8468,8620,9065,,,,
Italy,Operator Holding Account,Agriconserve Rega Società Cooperativa Agricola,"Via Foce, 180",Striano (NA),,,,0,0,0,0,0,,,,,,,,,,,,,,56,2558,2229,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,56,2558,2229,,,,,,,,
Italy,Operator Holding Account,Agrolinz Melamine International Italia srl,"Corso Sempione, 13",CASTELLANZA,122781,122781,122781,,,,,,,,,,,,,,92496,109230,13817,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,92496,123047,,,,,,,,,,,,,
Italy,Operator Holding Account,AGSM Verona Spa,"Via Lungadige Galtarossa, 8",VERONA,,,,25402,28201,28201,28201,28201,,,,,,,,,,,,11576,16085,13891,19190,17925,Excluded,Excluded,Excluded,Excluded,,,,,,,,11576,16085,13891,19190,17925,,,,,,,,
Italy,Operator Holding Account,AGSM Verona Spa,"Via Lungadige Galtarossa, 8",VERONA,19204,19204,19204,17525,17525,17525,17525,17525,10962,9444,8366,7323,6312,5334,4388,3475,20530,18564,18018,18710,18549,19205,19240,20523,18709,15804,18482,17143,,,,,,39094,18018,18710,18549,19205,19240,20523,18709,15804,18482,17143,,,,
Italy,Operator Holding Account,AGSM Verona Spa,"Via Lungadige Galtarossa, 8",VERONA,88067,88067,88067,101098,101098,101098,101098,101098,29661,24510,20901,18294,15769,13326,10962,8683,106312,91311,102207,100126,83414,69481,97412,88356,71124,60606,68784,66109,,,,,,197623,102207,100126,83414,69481,97412,88356,71124,60606,68784,66109,,,,
Italy,Operator Holding Account,AGSM Verona Spa,"Via Lungadige Galtarossa, 8",VERONA,35693,35693,35693,32110,32110,32110,32110,32110,15385,12936,11460,10031,8646,7307,6010,4761,35640,34041,32322,34430,30957,35671,32460,32711,30938,26698,29168,28526,,,,,,69681,32322,34430,30957,35671,32460,32711,30938,26698,29168,28526,,,,
