Country,Account Type,Account Holder Name,Main Address Line,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Cyprus,Operator Holding Account,ELECTRICITY AUTHORITY OF CYPRUS,11 Amfipoleos Street,Strovolos,,,,1237780,1361435,1417370,1513658,1600886,1167514,1017405,883975,733866,583757,433648,266860,0,1615785,1590622,1641339,1770549,1758138,1502204,2074875,2560075,1412330,1254445,1203009,1347983,,,,,,3206407,1641339,1770549,1758138,1502204,2074875,2560075,,2666775,1203009,1347983,,,,
Cyprus,Aircraft Operator Account,FunAir Corporation,20900 NE 30th Avenue,Aventura,,,,,,,,,,,,,,,,,,,,,,,,,106,117,88,295,,,,,,,,,,,,,,223,88,295,,,,
Cyprus,Operator Holding Account,George Ntoas,P.O. Box 27365,Nicosia,,,,34723,34723,34723,34723,34723,6868,3374,3314,3253,4555,4466,4376,4286,17103,17297,18087,17131,9500,8035,5930,4977,2857,3014,2666,3620,,,,,,34400,18087,17131,9500,,13965,4977,2857,3014,2666,3620,,,,
Cyprus,Aircraft Operator Account,JOANNOU & PARASKEVAIDES (AVIATION) LIMITED,"42, Winsham Grove",London,,,,,,,,,60,28,28,28,28,28,28,28,,,,,,,,3099,3355,2766,2673,1930,,,,,,,,,,,,,3099,6237,2701,,,,,
Cyprus,Aircraft Operator Account,KINGFISHER AIRLINES LIMITED,"LEVEL 12, UB CITY, 24 VITTAL MALLYA ROAD",BANGALORE,,,,,,,,168468,,,,,,,,,,,,,,,,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,,,,,,,
Cyprus,Operator Holding Account,Kyriakos Chrysafis,"Larnaca-Limassol Road, Kalo Chorion, 6305, Larnaca",Larnaca,,,,33926,33926,33926,33926,33930,7348,3610,3545,3480,4913,4817,4720,4623,17133,18674,18119,18415,11393,7654,5618,5365,2964,2839,3351,4590,,,,,,35807,18119,18415,11393,7654,5618,5365,2964,2839,3351,4590,,,,
Cyprus,Operator Holding Account,Leontios Kasapis,"8 Ermou street, Dhali, 2540, Nicosia",Nicosia,,,,14121,14121,14121,14121,14124,3528,1733,1702,1671,1639,1608,1575,1543,7812,7721,8295,7211,6228,4722,3536,2364,2073,1505,1718,1831,,,,,,15533,8295,7211,6228,4722,3536,2364,2073,1505,1718,1831,,,,
Cyprus,Operator Holding Account,MARIOS HADJIGAVRIEL & CO LLC,"Socratous 7, Viomichaniki Zoni Geriou, 2250, Nicosia",Nicosia,,,,32855,32855,32855,32855,32859,7637,3752,3685,3617,5072,4973,4873,4772,16604,19874,18575,19849,14178,9099,6137,5183,3017,2974,3130,3984,,,,,,36478,18575,19849,14178,9099,6137,5183,3017,2974,3130,3984,,,,
Cyprus,Aircraft Operator Account,NAL Asset Management,1 Apex Business Village,Newcaslte,,,,,,,,,,,,,,,,,,,,,,,,,571,547,Excluded,Excluded,,,,,,,,,,,,,,,1119,,,,,
Cyprus,Aircraft Operator Account,Orion-X Ltd.,"Olkhovskaya Str., building 45, construction 1,",Moscow,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,,,,,,,,,,,,,,,,609,,,,
Cyprus,Aircraft Operator Account,SHOTGUN RANCH AVIATION LLC,PO BOX 1906,Belleve,,,,,,,,,,,,,,,,,,,,,,,,0,Excluded,Excluded,Excluded,Excluded,,,,,,,,,,,,,,,,,,,,
Cyprus,Operator Holding Account,"TOUVLOPOIEIA PALAIKYTHROU ""O GIGAS"" LTD",INOMENON ETHNON 61,NICOSIA,,,,29647,29647,29647,29647,29649,9566,3404,3343,0,0,0,0,0,13257,17224,17450,17206,11919,9441,6527,6252,1844,1837,0,0,,,,,,30481,17450,17206,11919,9441,6527,6252,1844,1837,,,,,,
Cyprus,Operator Holding Account,VARNAVAS NIKOLAOU & YIOI LIMITED,"Papastavrou Papagathaggelou 83, 2560, Nicosia",Nicosia,,,,37920,37920,37920,37920,37922,7382,5086,4995,4903,4811,4717,4622,4527,18953,18165,18129,19364,9665,8854,6527,5611,3547,4142,3839,4982,,,,,,37118,18129,19364,9665,8854,6527,5611,3547,4142,3839,4982,,,,
Cyprus,Operator Holding Account,VASSILIKO CEMENT WORKS,"Vassiliko Cement Company, Mari, 7736, Larnaca",Larnaka,,,,1182506,1182506,1244479,1368423,1720968,838904,824333,809591,794695,779638,764435,749043,733597,1145721,1119609,1139518,1125221,1064968,856827,740228,798264,1173202,1506658,1326076,1323548,,,,,,2265330,1139518,1125221,1064968,856827,740228,798264,1173202,1506658,1326076,1323548,,,,
Cyprus,Operator Holding Account,VASSILIKO CEMENT WORKS,"Vassiliko Cement Company, Mari, 7736, Larnaca",Larnaka,,,,352544,352544,352544,352544,0,,,,,,,,,335599,351890,320088,349957,219912,268602,85441,0,,,,,,,,,,687489,320088,349957,219912,268602,85441,,,,,,,,,
Cyprus,Operator Holding Account,Yiannakis Melios,"Parodos Dimitri Stavrou, Geri, 2224, Nicosia",Nicosia,,,,33997,33998,33998,33998,33998,7412,3642,3576,3510,4692,4600,4508,4414,18943,18248,17535,17652,10849,7378,5870,5146,3112,3183,2763,3824,,,,,,37191,17535,17652,10849,7378,5870,5146,3112,3183,2763,3824,,,,
